X.AU,X,Y.AU,Y,D
Durres,P-14082,Durres,P-1496,0.006914288160166475
Durres,P-14082,Durres,P-14961,0.042993657913271796
Durres,P-14082,Durres,P-1497,0.03180688260374483
Durres,P-14082,Durres,P-14971,0.019303263584709063
Durres,P-14082,Durres,P-1498,0.015056284121602143
Durres,P-14082,Durres,P-14981,0.030916789359664573
Durres,P-14082,Durres,P-1499,0.2698651523446603
Durres,P-14082,Durres,P-14991,0.18482853877331684
Durres,P-14082,Durres,P-1500,0.044957251542932196
Durres,P-14082,Durres,P-15001,0.005382795345880972
Durres,P-14082,Durres,P-1501,0.00409034538752697
Durres,P-14082,Durres,P-15011,0.01084150624430227
Durres,P-14082,Durres,P-1504,0.04071092972967648
Durres,P-14082,Durres,P-15041,0.007601916874582134
Durres,P-14082,Xhafzotaj,P-1395,0.2649991907707712
Durres,P-14082,Xhafzotaj,P-13951,0.22222387660882345
Durres,P-14082,Xhafzotaj,P-1396,0.0017401349375986443
Durres,P-14082,Xhafzotaj,P-1397,0.05768649190343265
Durres,P-14082,Xhafzotaj,P-1398,0.09821785376350728
Durres,P-14082,Xhafzotaj,P-1400,0.001191217002746518
Durres,P-14082,Xhafzotaj,P-14001,0.008766522965360183
Durres,P-14082,Xhafzotaj,P-1401,0.04331756086415858
Durres,P-14082,Xhafzotaj,P-1402,0.26517593317869526
Durres,P-14082,Xhafzotaj,P-14021,0.4542018068425271
Durres,P-14082,Xhafzotaj,P-14022,0.16342469945671562
Durres,P-14082,Xhafzotaj,P-1403,0.11860166400025898
Durres,P-14082,Xhafzotaj,P-1404,0.04849769139608902
Durres,P-14082,Xhafzotaj,P-14041,0.06589877470864268
Durres,P-14082,Xhafzotaj,P-1405,0.032061002921552034
Durres,P-14082,Xhafzotaj,P-14051,0.02310457957248756
Durres,P-14082,Xhafzotaj,P-1406,0.056666106860341445
Durres,P-14082,Xhafzotaj,P-14061,0.012059076773918573
Durres,P-14082,Xhafzotaj,P-1407,0.20884051021651173
Durres,P-14082,Xhafzotaj,P-14071,0.13157388310972418
Durres,P-14082,Rashbull,P-1369,0.14479652717437058
Durres,P-14082,Rashbull,P-13691,0.14410169059787764
Durres,P-14082,Rashbull,P-1370,0.03989044113952094
Durres,P-14082,Rashbull,P-13701,0.1769255557219948
Durres,P-14082,Rashbull,P-1371,0.1576661172394511
Durres,P-14082,Rashbull,P-13711,0.11570894925924816
Durres,P-14082,Rashbull,P-1372,0.07965937097818236
Durres,P-14082,Rashbull,P-13721,0.04258364985989168
Durres,P-14082,Rashbull,P-13722,0.015010979940495993
Durres,P-14082,Rashbull,P-1373,0.00843802082961909
Durres,P-14082,Rashbull,P-13731,0.03145521038258324
Durres,P-14082,Rashbull,P-1374,0.0031139000870307257
Durres,P-14082,Rashbull,P-13741,0.003495025015373438
Durres,P-14082,Rashbull,P-13742,0.010508212459809835
Durres,P-14082,Rashbull,P-1375,0.0027038585395639187
Durres,P-14082,Rashbull,P-13751,0.007403421779509985
Durres,P-14082,Rashbull,P-13752,0.014556541549344573
Durres,P-14082,Rashbull,P-1376,0.08463865739070847
Durres,P-14082,Rashbull,P-1377,0.05033120073922137
Durres,P-14082,Rashbull,P-13771,0.04409277766502441
Durres,P-14082,Rashbull,P-1378,0.02434660491650328
Durres,P-14082,Rashbull,P-13781,0.0019133475381784932
Durres,P-14082,Rashbull,P-13782,0.030381930587450364
Durres,P-14082,Rashbull,P-1379,0.07458242990023678
Durres,P-14082,Rashbull,P-13791,0.0632988212431445
Durres,P-14082,Rashbull,P-1380,0.010187613103469367
Durres,P-14082,Rashbull,P-13801,0.03948459453628228
Durres,P-14082,Rashbull,P-1381,0.041131995480800765
Durres,P-14082,Rashbull,P-1382,0.00669324980566543
Durres,P-14082,Rashbull,P-1383,0.30721619880719475
Durres,P-14082,Rashbull,P-1384,0.4656863685018269
Durres,P-14082,Rashbull,P-13841,0.3473779001348952
Durres,P-14082,Rashbull,P-1385,0.8515600153413962
Durres,P-14082,Sukth,P-1354,0.01113580444482462
Durres,P-14082,Sukth,P-13541,0.005433249054147969
Durres,P-14082,Sukth,P-1355,0.03789113995886227
Durres,P-14082,Sukth,P-1356,0.0012816194692110055
Durres,P-14082,Sukth,P-13561,0.0151846478874458
Durres,P-14082,Sukth,P-1357,0.40944361320586775
Durres,P-14082,Sukth,P-13571,0.46220428151047294
Durres,P-14082,Sukth,P-1358,0.0024839492830242057
Durres,P-14082,Sukth,P-13581,0.029452243163959634
Durres,P-14082,Sukth,P-1359,0.1629233224202642
Durres,P-14082,Sukth,P-13591,0.0030886190700947736
Durres,P-14082,Sukth,P-1360,0.021254775050911917
Durres,P-14082,Sukth,P-13601,0.03697092548500222
Durres,P-14082,Sukth,P-1361,0.028675531111404896
Durres,P-14082,Sukth,P-13611,0.07475140519961178
Durres,P-14082,Sukth,P-13612,0.05597844764447445
Durres,P-14082,Sukth,P-1362,0.1361117975560984
Durres,P-14082,Sukth,P-13621,0.08409539880078695
Durres,P-14082,Sukth,P-1363,0.12336111415383316
Durres,P-14082,Sukth,P-13631,0.1092533857170381
Durres,P-14082,Sukth,P-13632,0.09137500383069883
Durres,P-14082,Sukth,P-1364,0.04990953427775776
Durres,P-14082,Sukth,P-13641,0.02255798336984243
Durres,P-14082,Sukth,P-1365,0.2181693763971934
Durres,P-14082,Sukth,P-13651,0.10978375260640061
Durres,P-14082,Sukth,P-1366,0.4512220618191652
Durres,P-14082,Sukth,P-13661,0.44574963967316494
Durres,P-14082,Sukth,P-1367,0.06402992696116006
Durres,P-14082,Sukth,P-13671,0.025266055413041857
Durres,P-14082,Sukth,P-1368,0.1612000637207061
Durres,P-14082,Sukth,P-13681,0.3263895741255418
Durres,P-14083,Durres,P-1409,0.09611575580914908
Durres,P-14083,Durres,P-14091,0.07444046603696472
Durres,P-14083,Durres,P-14092,0.025577190459638407
Durres,P-14083,Durres,P-1410,0.12901658805580574
Durres,P-14083,Durres,P-14101,0.06364499779022831
Durres,P-14083,Durres,P-14102,0.1018603414813287
Durres,P-14083,Durres,P-14103,0.13877398957204504
Durres,P-14083,Durres,P-14104,0.11060179779239988
Durres,P-14083,Durres,P-1411,0.04002780219696328
Durres,P-14083,Durres,P-14111,0.022620816668239514
Durres,P-14083,Durres,P-14112,0.06998987998516315
Durres,P-14083,Durres,P-14113,0.012547582132798808
Durres,P-14083,Durres,P-1412,0.13332287350172828
Durres,P-14083,Durres,P-14121,0.010626157142967808
Durres,P-14083,Durres,P-14122,4.4282530187647216e-4
Durres,P-14083,Durres,P-14123,0.030406199164412825
Durres,P-14083,Durres,P-1413,0.029534628097634404
Durres,P-14083,Durres,P-14131,0.05156973306006674
Durres,P-14083,Durres,P-14132,0.1124451693173596
Durres,P-14083,Durres,P-14133,0.06458337480752584
Durres,P-14083,Durres,P-1414,0.12024781162020313
Durres,P-14083,Durres,P-14141,0.015075445864529295
Durres,P-14083,Durres,P-1415,0.032877221928302475
Durres,P-14083,Durres,P-14151,0.025502421613236542
Durres,P-14083,Durres,P-14152,0.002031259174404736
Durres,P-14083,Durres,P-1416,0.03892269164378746
Durres,P-14083,Durres,P-14161,0.01794585343399118
Durres,P-14083,Durres,P-1417,0.05716953743062985
Durres,P-14083,Durres,P-14171,0.0333258761742661
Durres,P-14083,Durres,P-1418,0.2337059486937889
Durres,P-14083,Durres,P-14181,0.0886110544379074
Durres,P-14083,Durres,P-1419,0.10089033342994477
Durres,P-14083,Durres,P-14191,0.07176262077111072
Durres,P-14083,Durres,P-14192,0.02392869329991589
Durres,P-14083,Durres,P-1420,0.5906996918855236
Durres,P-14083,Durres,P-14201,0.28609751286950824
Durres,P-14083,Durres,P-14202,0.4765774410026313
Durres,P-14083,Durres,P-14203,0.5635856637334589
Durres,P-14083,Durres,P-14204,0.48346492941645264
Durres,P-14083,Durres,P-14205,0.49466166572007303
Durres,P-14083,Durres,P-1421,0.07730014651399757
Durres,P-14083,Durres,P-14211,0.03437855037259376
Durres,P-14083,Durres,P-14212,0.08304250629307311
Durres,P-14083,Durres,P-1422,0.03874404294303776
Durres,P-14083,Durres,P-14221,0.011305046809423402
Durres,P-14083,Durres,P-14222,0.025945960678813804
Durres,P-14083,Durres,P-1423,0.033452068129539075
Durres,P-14083,Durres,P-14231,0.09590201842331084
Durres,P-14083,Durres,P-1424,0.14146138177258738
Durres,P-14083,Durres,P-14241,0.02029196355070622
Durres,P-14083,Durres,P-14242,0.08359602789081519
Durres,P-14083,Durres,P-1425,0.01913226379464221
Durres,P-14083,Durres,P-14251,0.10091300377008453
Durres,P-14083,Durres,P-1426,0.10260138814735742
Durres,P-14083,Durres,P-14261,0.12988297963654982
Durres,P-14083,Durres,P-14262,0.09336915292605298
Durres,P-14083,Durres,P-1427,0.04664462223906337
Durres,P-14083,Durres,P-14271,0.02050816691165934
Durres,P-14083,Durres,P-1428,0.00795570203657955
Durres,P-14083,Durres,P-14281,0.00477476489224341
Durres,P-14083,Durres,P-14282,0.025801349950672528
Durres,P-14083,Durres,P-1429,0.06174515889672524
Durres,P-14083,Durres,P-14291,0.009435187429754566
Durres,P-14083,Durres,P-14292,0.010157540169091308
Durres,P-14083,Durres,P-1430,1.9917205812726956e-4
Durres,P-14083,Durres,P-14301,0.035697853932365825
Durres,P-14083,Durres,P-14302,0.057583145082102646
Durres,P-14083,Durres,P-1431,0.006455015532858346
Durres,P-14083,Durres,P-14311,0.037535316917473034
Durres,P-14083,Durres,P-14312,0.026087113375924773
Durres,P-14083,Durres,P-1432,0.09037923211774636
Durres,P-14083,Durres,P-14321,0.2523045912402593
Durres,P-14083,Durres,P-14322,0.00794443089009687
Durres,P-14083,Durres,P-14323,0.039590237357249425
Durres,P-14083,Durres,P-1433,0.021603596117330676
Durres,P-14083,Durres,P-14331,0.020061574757263903
Durres,P-14083,Durres,P-1434,0.040532663023777574
Durres,P-14083,Durres,P-14341,0.20310429984015416
Durres,P-14083,Durres,P-1435,0.014002872779812619
Durres,P-14083,Durres,P-14351,0.03338283717901308
Durres,P-14083,Durres,P-1436,0.03643056811931332
Durres,P-14083,Durres,P-1437,0.006952180481836796
Durres,P-14083,Durres,P-14371,0.00357993982979198
Durres,P-14083,Durres,P-1438,7.619435208810984e-4
Durres,P-14083,Durres,P-14381,0.0037341375518511084
Durres,P-14083,Durres,P-1439,0.10537041471938746
Durres,P-14083,Durres,P-14391,0.13256884884465575
Durres,P-14083,Durres,P-1440,0.005667537358603548
Durres,P-14083,Durres,P-14401,0.0238161863725433
Durres,P-14083,Durres,P-1441,0.04394889882527671
Durres,P-14083,Durres,P-14411,0.055172881565511186
Durres,P-14083,Durres,P-1442,0.099639879112209
Durres,P-14083,Durres,P-14421,0.05993375753073191
Durres,P-14083,Durres,P-14422,0.1707852378229562
Durres,P-14083,Durres,P-1443,0.09788669575933578
Durres,P-14083,Durres,P-14431,0.0797461398442969
Durres,P-14083,Durres,P-1444,0.02131398251246814
Durres,P-14083,Durres,P-14441,0.09265836703570494
Durres,P-14083,Durres,P-14442,0.040236831616491386
Durres,P-14083,Durres,P-1446,0.06378857509383123
Durres,P-14083,Durres,P-14461,0.1694288600942327
Durres,P-14083,Durres,P-1447,0.04396667066747671
Durres,P-14083,Durres,P-14471,0.05438364609931877
Durres,P-14083,Durres,P-1448,0.15060738789392336
Durres,P-14083,Durres,P-1449,0.11202186233770624
Durres,P-14083,Durres,P-14491,0.0766445450087056
Durres,P-14083,Durres,P-14492,0.05583348068287389
Durres,P-14083,Durres,P-1450,0.11703960860539384
Durres,P-14083,Durres,P-1451,0.06863828204192891
Durres,P-14083,Durres,P-14511,0.06473268533645293
Durres,P-14083,Durres,P-1452,0.055190942554440334
Durres,P-14083,Durres,P-14521,0.062057493383233304
Durres,P-14083,Durres,P-14522,0.07212938801737832
Durres,P-14083,Durres,P-1453,0.043879304798576824
Durres,P-14083,Durres,P-14531,0.05483215019248804
Durres,P-14083,Durres,P-1454,0.06264909505860292
Durres,P-14083,Durres,P-14541,0.027074639340298648
Durres,P-14083,Durres,P-1455,0.0410034210570449
Durres,P-14083,Durres,P-14551,0.22899698158968668
Durres,P-14083,Durres,P-14552,0.07035175213157485
Durres,P-14083,Durres,P-1456,0.13395020479767417
Durres,P-14083,Durres,P-14561,0.03103452149910359
Durres,P-14083,Durres,P-1457,0.05604572711564093
Durres,P-14083,Durres,P-14571,0.06639098152692444
Durres,P-14083,Durres,P-14572,0.01599017598910766
Durres,P-14083,Durres,P-1458,0.050154812419748646
Durres,P-14083,Durres,P-14581,0.042533575031022314
Durres,P-14083,Durres,P-1459,0.13708550756334748
Durres,P-14083,Durres,P-14591,0.05953887014031497
Durres,P-14083,Durres,P-1460,0.06935048539285918
Durres,P-14083,Durres,P-14601,0.09594311152442017
Durres,P-14083,Durres,P-1461,0.08836439272551416
Durres,P-14083,Durres,P-14611,0.08628383874380129
Durres,P-14083,Durres,P-1462,0.11696308512566314
Durres,P-14083,Durres,P-14621,0.04121116842284782
Durres,P-14083,Durres,P-1463,0.029073395085085718
Durres,P-14083,Durres,P-14631,0.10484802367486566
Durres,P-14083,Durres,P-1464,0.02401574543885495
Durres,P-14083,Durres,P-1465,0.029315265451803255
Durres,P-14083,Durres,P-14651,0.0765869519489613
Durres,P-14083,Durres,P-1467,0.10079634288432353
Durres,P-14083,Durres,P-14671,0.16147155432561944
Durres,P-14083,Durres,P-14672,0.1723290128830251
Durres,P-14083,Durres,P-1468,0.08314540574181561
Durres,P-14083,Durres,P-14681,0.09622919088302301
Durres,P-14083,Durres,P-14682,0.1769884567454994
Durres,P-14083,Durres,P-14683,0.1254330579937639
Durres,P-14083,Durres,P-14684,0.10237156639621035
Durres,P-14083,Durres,P-1469,0.11615955828539706
Durres,P-14083,Durres,P-14691,0.213289485653472
Durres,P-14083,Durres,P-14692,0.15009525845444038
Durres,P-14083,Durres,P-1470,0.04387454732731065
Durres,P-14083,Durres,P-14701,0.010666939708672506
Durres,P-14083,Durres,P-14702,0.002075209773473429
Durres,P-14083,Durres,P-14703,0.015665054008949488
Durres,P-14083,Durres,P-14704,9.553732145407478e-4
Durres,P-14083,Durres,P-14705,0.04493456637537843
Durres,P-14083,Durres,P-14706,0.04547451151650732
Durres,P-14083,Durres,P-1471,0.18692237920978622
Durres,P-14083,Durres,P-14711,0.09943936816603335
Durres,P-14083,Durres,P-1472,0.14882823738097253
Durres,P-14083,Durres,P-14721,0.042533713354389754
Durres,P-14083,Durres,P-14722,0.14835257878187902
Durres,P-14083,Durres,P-14723,0.1254643663754723
Durres,P-14083,Durres,P-1473,0.04144690556965429
Durres,P-14083,Durres,P-1474,0.06742671897578795
Durres,P-14083,Durres,P-14741,0.09282890742046145
Durres,P-14083,Durres,P-1475,0.026090855761286072
Durres,P-14083,Durres,P-14751,0.002888559595258192
Durres,P-14083,Durres,P-1476,0.06245262476957871
Durres,P-14083,Durres,P-14761,0.13158141175306093
Durres,P-14083,Durres,P-1477,0.011219859478166685
Durres,P-14083,Durres,P-14771,0.017905168847172522
Durres,P-14083,Durres,P-1478,0.11774770639093957
Durres,P-14083,Durres,P-14781,0.12965634725339528
Durres,P-14083,Durres,P-1479,0.0470514273309009
Durres,P-14083,Durres,P-14791,0.15013036939863805
Durres,P-14083,Durres,P-1480,0.03767134165110868
Durres,P-14083,Durres,P-1481,0.07194542400130494
Durres,P-14083,Durres,P-14811,0.17839085015090395
Durres,P-14083,Durres,P-1482,0.0588252593661841
Durres,P-14083,Durres,P-14821,0.07787544884401772
Durres,P-14083,Durres,P-1483,0.017555060325451406
Durres,P-14083,Durres,P-14831,0.002975926925822124
Durres,P-14083,Durres,P-14832,0.03310816555860269
Durres,P-14083,Durres,P-1484,0.04354696402599988
Durres,P-14083,Durres,P-14841,0.003122512280900319
Durres,P-14083,Durres,P-1485,0.06685788929613516
Durres,P-14083,Durres,P-14851,0.08752691689119704
Durres,P-14083,Durres,P-1486,0.0087861476603504
Durres,P-14083,Durres,P-14861,0.05797115050155784
Durres,P-14083,Durres,P-1487,0.15110415511041536
Durres,P-14083,Durres,P-14871,0.050995832214913245
Durres,P-14083,Durres,P-1488,0.021982780676479723
Durres,P-14083,Durres,P-14881,0.08306513912079955
Durres,P-14083,Durres,P-1489,0.12784231540292157
Durres,P-14083,Durres,P-14891,0.0574550092900952
Durres,P-14083,Durres,P-14892,0.027948154055760805
Durres,P-14083,Durres,P-1490,0.1595488388085309
Durres,P-14083,Durres,P-14901,0.06048277034683965
Durres,P-14083,Durres,P-1491,0.015629308375210198
Durres,P-14083,Durres,P-14911,0.030366556502554525
Durres,P-14083,Durres,P-1492,0.0826895563684237
Durres,P-14083,Durres,P-14921,0.013126854430028942
Durres,P-14083,Durres,P-1493,0.027681124580251022
Durres,P-14083,Durres,P-14931,0.0017094731466445606
Durres,P-14083,Durres,P-1494,0.10119237614604018
Durres,P-14083,Durres,P-1495,0.01773708999994749
Durres,P-14083,Durres,P-14951,0.03578026034120534
Durres,P-14083,Durres,P-1496,0.01721875838358975
Durres,P-14083,Durres,P-14961,0.008210917117682577
Durres,P-14083,Durres,P-1497,0.13479098366730752
Durres,P-14083,Durres,P-14971,0.026725164684020183
Durres,P-14083,Durres,P-1498,0.08708865459122735
Durres,P-14083,Durres,P-14981,0.06176507613277152
Durres,P-14083,Durres,P-1499,0.16677436874592455
Durres,P-14083,Durres,P-14991,0.1251309383001158
Durres,P-14083,Durres,P-1500,0.038391692170055586
Durres,P-14083,Durres,P-15001,0.0272870550479844
Durres,P-14083,Durres,P-1501,0.06361475412254779
Durres,P-14083,Durres,P-15011,0.057742476238602625
Durres,P-14083,Durres,P-1504,0.12431588280501571
Durres,P-14083,Durres,P-15041,0.05638063019095843
Durres,P-14083,Xhafzotaj,P-1395,0.13600735392261906
Durres,P-14083,Xhafzotaj,P-13951,0.08007348220067567
Durres,P-14083,Xhafzotaj,P-1396,0.045394597290679004
Durres,P-14083,Xhafzotaj,P-1397,0.1863324026579975
Durres,P-14083,Xhafzotaj,P-1398,0.04127215581092848
Durres,P-14083,Xhafzotaj,P-1400,0.0487450925078421
Durres,P-14083,Xhafzotaj,P-14001,0.013441059854284077
Durres,P-14083,Xhafzotaj,P-1401,0.004919794633294436
Durres,P-14083,Xhafzotaj,P-1402,0.4983024108738949
Durres,P-14083,Xhafzotaj,P-14021,0.7004674986054593
Durres,P-14083,Xhafzotaj,P-14022,0.32990821995769126
Durres,P-14083,Xhafzotaj,P-1403,0.28649712486406453
Durres,P-14083,Xhafzotaj,P-1404,0.15312916830537304
Durres,P-14083,Xhafzotaj,P-14041,0.20038762759111306
Durres,P-14083,Xhafzotaj,P-1405,0.12137178611490963
Durres,P-14083,Xhafzotaj,P-14051,0.11548944407337433
Durres,P-14083,Xhafzotaj,P-1406,0.17626846349871406
Durres,P-14083,Xhafzotaj,P-14061,0.07053160928178284
Durres,P-14083,Xhafzotaj,P-1407,0.4185154770600339
Durres,P-14083,Xhafzotaj,P-14071,0.3020872348980194
Durres,P-14083,Rashbull,P-1369,0.32680020561020495
Durres,P-14083,Rashbull,P-13691,0.3072234993201328
Durres,P-14083,Rashbull,P-1370,0.13931035295942457
Durres,P-14083,Rashbull,P-13701,0.2824980631995476
Durres,P-14083,Rashbull,P-1371,0.345288293906461
Durres,P-14083,Rashbull,P-13711,0.2818566099816431
Durres,P-14083,Rashbull,P-1372,0.18976874793693493
Durres,P-14083,Rashbull,P-13721,0.1269209745860488
Durres,P-14083,Rashbull,P-13722,0.03306660297244395
Durres,P-14083,Rashbull,P-1373,0.060392718483638835
Durres,P-14083,Rashbull,P-13731,0.13585939048926038
Durres,P-14083,Rashbull,P-1374,0.030415291702638462
Durres,P-14083,Rashbull,P-13741,0.04941930419104367
Durres,P-14083,Rashbull,P-13742,0.07723679489947395
Durres,P-14083,Rashbull,P-1375,0.05151274089711483
Durres,P-14083,Rashbull,P-13751,0.054374403812786826
Durres,P-14083,Rashbull,P-13752,0.09687089662399659
Durres,P-14083,Rashbull,P-1376,0.08057245747870775
Durres,P-14083,Rashbull,P-1377,0.11820781572138789
Durres,P-14083,Rashbull,P-13771,0.07186723127229883
Durres,P-14083,Rashbull,P-1378,0.028663600013613056
Durres,P-14083,Rashbull,P-13781,0.027266215813342612
Durres,P-14083,Rashbull,P-13782,0.06118491260311627
Durres,P-14083,Rashbull,P-1379,0.017482557248849662
Durres,P-14083,Rashbull,P-13791,0.024597299599217172
Durres,P-14083,Rashbull,P-1380,0.06265490110160524
Durres,P-14083,Rashbull,P-13801,0.018236400013669163
Durres,P-14083,Rashbull,P-1381,0.1455088039903284
Durres,P-14083,Rashbull,P-1382,0.014400671028965282
Durres,P-14083,Rashbull,P-1383,0.19388025976395193
Durres,P-14083,Rashbull,P-1384,0.3272558137183769
Durres,P-14083,Rashbull,P-13841,0.23598295711660452
Durres,P-14083,Rashbull,P-1385,0.7635193188868766
Durres,P-14083,Sukth,P-1354,0.06188587163356207
Durres,P-14083,Sukth,P-13541,0.06888303755363981
Durres,P-14083,Sukth,P-1355,0.13912370070284708
Durres,P-14083,Sukth,P-1356,0.026213417901575706
Durres,P-14083,Sukth,P-13561,0.005839545424742624
Durres,P-14083,Sukth,P-1357,0.6697560970717864
Durres,P-14083,Sukth,P-13571,0.7284337428929928
Durres,P-14083,Sukth,P-1358,0.05789497679722506
Durres,P-14083,Sukth,P-13581,0.04007816056899037
Durres,P-14083,Sukth,P-1359,0.34824677121903647
Durres,P-14083,Sukth,P-13591,0.059520795771921875
Durres,P-14083,Sukth,P-1360,0.0936771389745841
Durres,P-14083,Sukth,P-13601,0.10740263438945541
Durres,P-14083,Sukth,P-1361,0.014132908226754164
Durres,P-14083,Sukth,P-13611,0.04872009236573944
Durres,P-14083,Sukth,P-13612,0.04400642805508324
Durres,P-14083,Sukth,P-1362,0.17852928806808233
Durres,P-14083,Sukth,P-13621,0.13845862166592715
Durres,P-14083,Sukth,P-1363,0.18950518769239955
Durres,P-14083,Sukth,P-13631,0.15912259396520695
Durres,P-14083,Sukth,P-13632,0.1785589815104059
Durres,P-14083,Sukth,P-1364,0.10058139848713342
Durres,P-14083,Sukth,P-13641,0.0018087441835631978
Durres,P-14083,Sukth,P-1365,0.3847512299295962
Durres,P-14083,Sukth,P-13651,0.23557656973699154
Durres,P-14083,Sukth,P-1366,0.6714909998097234
Durres,P-14083,Sukth,P-13661,0.6999565858560308
Durres,P-14083,Sukth,P-1367,0.1968301805581777
Durres,P-14083,Sukth,P-13671,0.11352732095624748
Durres,P-14083,Sukth,P-1368,0.345026228967679
Durres,P-14083,Sukth,P-13681,0.5750645004588537
Durres,P-1409,Durres,P-14091,0.004288432182589806
Durres,P-1409,Durres,P-14092,0.037075092779343906
Durres,P-1409,Durres,P-1410,0.008539385888267916
Durres,P-1409,Durres,P-14101,0.020768393697378765
Durres,P-1409,Durres,P-14102,0.007704348423357996
Durres,P-1409,Durres,P-14103,0.005335176667061552
Durres,P-1409,Durres,P-14104,0.0025110187494269765
Durres,P-1409,Durres,P-1411,0.06279366473573801
Durres,P-1409,Durres,P-14111,0.0385538596387341
Durres,P-1409,Durres,P-14112,0.0075689903018719105
Durres,P-1409,Durres,P-14113,0.06551673508900324
Durres,P-1409,Durres,P-1412,0.005304734254794762
Durres,P-1409,Durres,P-14121,0.04289780929503209
Durres,P-1409,Durres,P-14122,0.1044212467087987
Durres,P-1409,Durres,P-14123,0.12089581592954433
Durres,P-1409,Durres,P-1413,0.02106349049139688
Durres,P-1409,Durres,P-14131,0.02965229981084409
Durres,P-1409,Durres,P-14132,0.010720810215505614
Durres,P-1409,Durres,P-14133,0.008740585810447211
Durres,P-1409,Durres,P-1414,0.032294399083729226
Durres,P-1409,Durres,P-14141,0.03605075433227498
Durres,P-1409,Durres,P-1415,0.019006549070610987
Durres,P-1409,Durres,P-14151,0.03187697996081616
Durres,P-1409,Durres,P-14152,0.08019395234522649
Durres,P-1409,Durres,P-1416,0.047762206217786235
Durres,P-1409,Durres,P-14161,0.07825711776972581
Durres,P-1409,Durres,P-1417,0.014658591059606645
Durres,P-1409,Durres,P-14171,0.01663082566902352
Durres,P-1409,Durres,P-1418,0.03060245615065523
Durres,P-1409,Durres,P-14181,4.521581689126866e-4
Durres,P-1409,Durres,P-1419,8.06286647990015e-4
Durres,P-1409,Durres,P-14191,0.0022677712278417013
Durres,P-1409,Durres,P-14192,0.02417018289837688
Durres,P-1409,Durres,P-1420,0.21373987644502654
Durres,P-1409,Durres,P-14201,0.05215378671897003
Durres,P-1409,Durres,P-14202,0.14679729279036113
Durres,P-1409,Durres,P-14203,0.19451586813157062
Durres,P-1409,Durres,P-14204,0.15342982435544672
Durres,P-1409,Durres,P-14205,0.15574781797794957
Durres,P-1409,Durres,P-1421,0.008341271215004147
Durres,P-1409,Durres,P-14211,0.020373437036236248
Durres,P-1409,Durres,P-14212,0.02487774554927855
Durres,P-1409,Durres,P-1422,0.028411984153411427
Durres,P-1409,Durres,P-14221,0.06349176151537644
Durres,P-1409,Durres,P-14222,0.026453703992289135
Durres,P-1409,Durres,P-1423,0.09146621421204124
Durres,P-1409,Durres,P-14231,0.023310411659185494
Durres,P-1409,Durres,P-1424,0.006785448988408493
Durres,P-1409,Durres,P-14241,0.028607051020833774
Durres,P-1409,Durres,P-14242,4.3825487718552984e-4
Durres,P-1409,Durres,P-1425,0.08212206465153199
Durres,P-1409,Durres,P-14251,0.00515951692245676
Durres,P-1409,Durres,P-1426,0.015197445062968532
Durres,P-1409,Durres,P-14261,0.05632006538867
Durres,P-1409,Durres,P-14262,0.0031967438217230942
Durres,P-1409,Durres,P-1427,0.035152771957418456
Durres,P-1409,Durres,P-14271,0.02885951164370814
Durres,P-1409,Durres,P-1428,0.05104262732605294
Durres,P-1409,Durres,P-14281,0.05809239667862267
Durres,P-1409,Durres,P-14282,0.13936529692617572
Durres,P-1409,Durres,P-1429,0.05627587871495307
Durres,P-1409,Durres,P-14291,0.061560333481581915
Durres,P-1409,Durres,P-14292,0.16189794614718117
Durres,P-1409,Durres,P-1430,0.08833590178943304
Durres,P-1409,Durres,P-14301,0.015097310123813549
Durres,P-1409,Durres,P-14302,0.02170283507004234
Durres,P-1409,Durres,P-1431,0.06718718327831123
Durres,P-1409,Durres,P-14311,0.024227688732620704
Durres,P-1409,Durres,P-14312,0.06940802876615723
Durres,P-1409,Durres,P-1432,0.010202913189353036
Durres,P-1409,Durres,P-14321,0.03709206149948099
Durres,P-1409,Durres,P-14322,0.07025822721144195
Durres,P-1409,Durres,P-14323,0.06949280583857903
Durres,P-1409,Durres,P-1433,0.10750331819565033
Durres,P-1409,Durres,P-14331,0.05661693042473768
Durres,P-1409,Durres,P-1434,0.011819273222247677
Durres,P-1409,Durres,P-14341,0.05533270904294775
Durres,P-1409,Durres,P-1435,0.03870931724934703
Durres,P-1409,Durres,P-14351,0.046151948585700445
Durres,P-1409,Durres,P-1436,0.015090226668307581
Durres,P-1409,Durres,P-1437,0.07998439690594321
Durres,P-1409,Durres,P-14371,0.10559040418605364
Durres,P-1409,Durres,P-1438,0.08112086886723345
Durres,P-1409,Durres,P-14381,0.06575802380394892
Durres,P-1409,Durres,P-1439,0.06520696874858405
Durres,P-1409,Durres,P-14391,0.05193093915600251
Durres,P-1409,Durres,P-1440,0.0965688641697699
Durres,P-1409,Durres,P-14401,0.0769213816892915
Durres,P-1409,Durres,P-1441,0.013757068473390135
Durres,P-1409,Durres,P-14411,0.005969759095098097
Durres,P-1409,Durres,P-1442,0.013337792370217363
Durres,P-1409,Durres,P-14421,0.03401671991412798
Durres,P-1409,Durres,P-14422,0.014796740440757728
Durres,P-1409,Durres,P-1443,0.002969798992669417
Durres,P-1409,Durres,P-14431,0.029684530485091745
Durres,P-1409,Durres,P-1444,0.0337034756346105
Durres,P-1409,Durres,P-14441,0.04413777347584269
