District,Municipality,Administrative Unit,pPS,pPD,pPSPD,pOP,pInvalid,Eligible Voters,Total Eligible Votes,Total Votes,pTurnout
Diber,Diber,Fushe Muhur,0.41214351425942963,0.4452621895124195,0.9256198347107438,0.14259429622815087,0.06534823731728288,2427,1087,1163,0.4791924186238154
Diber,Diber,Kala e Dodes,0.3443478260869565,0.6208695652173913,0.5546218487394958,0.034782608695652174,0.02707275803722504,1695,575,591,0.3486725663716814
Diber,Diber,Kastriot,0.37989652623798964,0.458980044345898,0.8276972624798712,0.16112342941611235,0.0767656090071648,5466,2706,2931,0.5362239297475302
Diber,Diber,Lure,0.3487858719646799,0.6225165562913907,0.5602836879432624,0.02869757174392936,0.07551020408163266,898,453,490,0.5456570155902004
Diber,Diber,Luzni,0.39235412474849096,0.5352112676056338,0.7330827067669173,0.07243460764587525,0.08387096774193549,2046,994,1085,0.5303030303030303
Diber,Diber,Maqellare,0.4540731504571904,0.43703241895261846,1.0389919163100332,0.10889443059019119,0.05813270698766882,10269,4812,5109,0.4975167981302951
Diber,Diber,Melan,0.41995073891625617,0.5061576354679803,0.829683698296837,0.07389162561576355,0.06072874493927125,3166,1624,1729,0.5461149715729627
Diber,Diber,Peshkopi,0.40597245462736514,0.4909254730338525,0.826953329837441,0.10310207233878234,0.05989835430784124,14539,7769,8264,0.568402228488892
Diber,Diber,Selishte,0.40252707581227437,0.5126353790613718,0.7852112676056338,0.08483754512635379,0.03484320557491289,1174,554,574,0.4889267461669506
Diber,Diber,Sllove,0.4647006255585344,0.4691689008042895,0.9904761904761905,0.06613047363717604,0.04927782497875956,2109,1119,1177,0.5580844001896633
Diber,Diber,Tomin,0.39051646028390213,0.5134400483237692,0.7605882352941177,0.0960434913923286,0.06732394366197184,6294,3311,3550,0.5640292341912932
Diber,Diber,Zall Dardhe,0.4936708860759494,0.4506329113924051,1.095505617977528,0.05569620253164557,0.019851116625310174,786,395,403,0.5127226463104325
Diber,Diber,Zall Rec,0.5230769230769231,0.4307692307692308,1.2142857142857142,0.046153846153846156,0.02108433734939759,624,325,332,0.532051282051282
Diber,Klos,Gurre,0.4131396083385976,0.5375868603916614,0.7685076380728555,0.049273531269740996,0.058858501783590964,2902,1583,1682,0.5796002756719504
Diber,Klos,Klos (DI),0.47581863979848865,0.446095717884131,1.0666290231507622,0.07808564231738035,0.08483171968649147,7911,3970,4338,0.5483503981797497
Diber,Klos,Suc,0.4544728434504792,0.4976038338658147,0.913322632423756,0.04792332268370607,0.07396449704142012,2571,1252,1352,0.5258654220147803
Diber,Klos,Xiber,0.5143853530950305,0.42981691368788144,1.1967545638945234,0.05579773321708806,0.06290849673202614,2218,1147,1224,0.5518485121731289
Diber,Mat,Baz,0.3818493150684932,0.5179794520547946,0.7371900826446282,0.10017123287671233,0.04730831973898858,2327,1168,1226,0.5268586162440911
Diber,Mat,Burrel,0.5435224253789654,0.38099703078606034,1.4265791632485645,0.07548054383497421,0.04805117524546266,13354,6399,6722,0.5033697768458889
Diber,Mat,Derjan,0.45397489539748953,0.47280334728033474,0.9601769911504425,0.07322175732217573,0.0789980732177264,992,478,519,0.5231854838709677
Diber,Mat,Komsi,0.4799583550234253,0.4716293597084852,1.0176600441501105,0.048412285268089536,0.07198067632850241,3933,1921,2070,0.5263157894736842
Diber,Mat,Lis,0.556390977443609,0.4083285135916715,1.3626062322946175,0.035280508964719494,0.0763888888888889,3606,1729,1872,0.519134775374376
Diber,Mat,Macukull,0.4168012924071082,0.5654281098546042,0.7371428571428571,0.017770597738287562,0.06069802731411229,1284,619,659,0.5132398753894081
Diber,Mat,Rukaj,0.41002465078060807,0.533278553820871,0.7688751926040062,0.056696795398520954,0.062403697996918334,2517,1217,1298,0.5156932856575288
Diber,Mat,Ulez,0.5244072524407253,0.38633193863319387,1.3574007220216606,0.08926080892608089,0.04144385026737968,1403,717,748,0.5331432644333571
Durres,Durres,Ishem,0.5088578967206936,0.38786279683377306,1.3119533527696794,0.10327930644553336,0.052161486245087534,6878,2653,2799,0.4069496946786857
Durres,Durres,Katund I Ri,0.3743262128169295,0.5745657815931323,0.6514940931202223,0.05110800558993811,0.0522232734153264,12392,5009,5285,0.4264848289218851
Durres,Durres,Manez,0.5075777035705111,0.4212689442589263,1.2048780487804878,0.07115335217056255,0.05371900826446281,9218,3893,4114,0.44630071599045346
Durres,Durres,Rrashbull,0.4947578632051922,0.40322849059743715,1.2269913330581923,0.1020136461973706,0.04770206022187005,26614,12018,12620,0.4741865183737882
Durres,Durres,Sukth,0.4391241578440808,0.4560875842155919,0.9628066473226061,0.10478825794032724,0.06669660902762183,22209,8312,8906,0.4010086001170697
Durres,Durres,Durres,0.5177139544833488,0.40468139724250246,1.2793124616329037,0.0776046482741488,0.043156157147573454,181322,72457,75725,0.4176272046414666
Durres,Kruje,Bubq,0.5246313147160339,0.3850015688735488,1.362673186634067,0.09036711641041732,0.04922434367541766,6875,3187,3352,0.48756363636363637
Durres,Kruje,Cudhi,0.5628332063975628,0.37623762376237624,1.4959514170040487,0.06092916984006093,0.049239681390296886,2164,1313,1381,0.6381700554528651
Durres,Kruje,Fushe Kruje,0.4923671142173993,0.41042854515357735,1.1996414967510642,0.09720434062902336,0.04955860501704396,20713,10874,11441,0.5523584222468981
Durres,Kruje,Koder Thumane,0.5396825396825397,0.41008018327605955,1.3160415003990422,0.050237277041400755,0.05064471026875874,12766,6111,6437,0.504229985900047
Durres,Kruje,Kruje,0.36349431818181815,0.4803977272727273,0.7566528681253696,0.15610795454545454,0.05401773716742811,12941,7040,7442,0.5750714782474307
Durres,Kruje,Nikel,0.5748136824001528,0.38295432830116566,1.5009980039920159,0.042231989298681445,0.056096681096681096,8278,5233,5544,0.6697269871949746
Durres,Shijak,Gjepalaj,0.46381578947368424,0.3923872180451128,1.1820359281437125,0.143796992481203,0.04187303016659163,4653,2128,2221,0.4773264560498603
Durres,Shijak,Maminas,0.6340425531914894,0.3008510638297872,2.1074964639321077,0.0651063829787234,0.07077896401739818,6039,2350,2529,0.4187779433681073
Durres,Shijak,Shijak,0.5976883751944877,0.33985330073349634,1.7586657946370177,0.06245832407201601,0.04783068783068783,10768,4499,4725,0.4388001485884101
Durres,Shijak,Xhafzotaj,0.47093217507517543,0.46408286000668225,1.0147588192944565,0.06498496491814233,0.05732283464566929,14900,5986,6350,0.4261744966442953
Elbasan,Belsh,Belsh,0.5399521010232963,0.41628565207925106,1.297071129707113,0.043762246897452645,0.06227031441404655,11638,4593,4898,0.42086269118405223
Elbasan,Belsh,Fierze (EL),0.5192143467122118,0.44150298889837747,1.1760154738878144,0.03928266438941076,0.06618819776714513,3148,1171,1254,0.3983481575603558
Elbasan,Belsh,Grekan,0.6341789052069426,0.32242990654205606,1.9668737060041408,0.043391188251001335,0.07815384615384616,3909,1498,1625,0.41570734203121
Elbasan,Belsh,Kajan,0.5784615384615385,0.39179487179487177,1.4764397905759161,0.029743589743589743,0.06564446574029707,5085,1950,2087,0.4104228121927237
Elbasan,Belsh,Rrase,0.5693215339233039,0.39823008849557523,1.4296296296296296,0.032448377581120944,0.055710306406685235,1833,678,718,0.3917075831969449
Elbasan,Cerrik,Cerrik,0.6402757964812174,0.28839752734189256,2.2201154163231656,0.07132667617689016,0.05142083897158322,11940,4206,4434,0.371356783919598
Elbasan,Cerrik,Gostime,0.5521550624840602,0.3040040805916858,1.816275167785235,0.14384085692425402,0.05654475457170356,10219,3921,4156,0.4066934142283981
Elbasan,Cerrik,Klos (EL),0.49367930805056554,0.364604125083167,1.354014598540146,0.14171656686626746,0.058860363180964305,3455,1503,1597,0.4622286541244573
Elbasan,Cerrik,Mollas (EL),0.6735395189003437,0.23062237495227186,2.9205298013245033,0.0958381061473845,0.060953746862674796,6027,2619,2789,0.46275095404015265
Elbasan,Cerrik,Shales,0.5237080447522643,0.35695258391049545,1.4671641791044776,0.11933937133724028,0.06009013520280421,5566,1877,1997,0.35878548329141213
Elbasan,Elbasan,Bradashesh,0.5440366972477064,0.39155963302752295,1.3894095595126523,0.06440366972477064,0.08218255304816437,10707,5450,5938,0.5545904548426264
Elbasan,Elbasan,Funare,0.6146788990825688,0.347789824854045,1.7673860911270982,0.03753127606338615,0.0669260700389105,2157,1199,1285,0.5957348168752897
Elbasan,Elbasan,Gjergjan,0.6326854422848076,0.28401428004760015,2.227653631284916,0.08330027766759222,0.06802218114602587,6342,2521,2705,0.42652160201829076
Elbasan,Elbasan,Gjinar,0.6210153482880756,0.2662337662337662,2.3325942350332594,0.1127508854781582,0.05626740947075209,3521,1694,1795,0.5097983527406986
Elbasan,Elbasan,Gracen,0.5970149253731343,0.31343283582089554,1.9047619047619047,0.08955223880597014,0.06106106106106106,1689,938,999,0.5914742451154529
Elbasan,Elbasan,Labinot Fushe,0.4384590270976167,0.5122428991185113,0.8559592096876991,0.04929807378387202,0.06871389480085133,5265,3063,3289,0.6246913580246913
Elbasan,Elbasan,Labinot Mal,0.5646687697160884,0.39313880126182965,1.436308926780341,0.04219242902208202,0.07915758896151052,4110,2536,2754,0.67007299270073
Elbasan,Elbasan,Paper,0.5365930599369085,0.3977917981072555,1.3489294210943696,0.06561514195583597,0.06268480189237138,7237,3170,3382,0.4673207130026254
Elbasan,Elbasan,Shirgjan,0.584952803997779,0.3609106052193226,1.6207692307692307,0.05413659078289839,0.06659756413578648,8316,3602,3859,0.46404521404521404
Elbasan,Elbasan,Shushice,0.5657254138266796,0.3661148977604674,1.5452127659574468,0.06815968841285297,0.08077869769523384,8673,4108,4469,0.5152772973596218
Elbasan,Elbasan,Tregan,0.5285472018089316,0.40644431882419446,1.3004172461752435,0.06500847936687394,0.06302966101694915,3440,1769,1888,0.5488372093023256
Elbasan,Elbasan,Zavaline,0.6485294117647059,0.29411764705882354,2.205,0.057352941176470586,0.03133903133903134,1370,680,702,0.5124087591240876
Elbasan,Elbasan,Elbasan,0.5077396052801307,0.4242378638689427,1.1968276491156946,0.0680225308509266,0.047371331435476276,105852,46514,48827,0.46127612137701696
Elbasan,Gramsh,Gramsh,0.5992156862745098,0.3107843137254902,1.9280757097791799,0.09,0.04637247569184742,10721,5100,5348,0.49883406398656843
Elbasan,Gramsh,Kodovjat,0.6065040650406504,0.2788617886178862,2.174927113702624,0.11463414634146342,0.06818181818181818,2321,1230,1320,0.5687203791469194
Elbasan,Gramsh,Kukur,0.5758157389635317,0.28119001919385794,2.04778156996587,0.14299424184261036,0.08274647887323944,2110,1042,1136,0.5383886255924171
Elbasan,Gramsh,Kushove,0.6230936819172114,0.3115468409586057,2,0.06535947712418301,0.04771784232365145,840,459,482,0.5738095238095238
Elbasan,Gramsh,Lenie,0.6356382978723404,0.26595744680851063,2.39,0.09840425531914894,0.06930693069306931,761,376,404,0.5308804204993429
Elbasan,Gramsh,Pishaj,0.6271751203258052,0.3050721954831544,2.0558252427184467,0.06775268419104036,0.05128205128205128,5269,2701,2847,0.5403302334408806
Elbasan,Gramsh,Porocan,0.7033747779751333,0.23090586145648312,3.046153846153846,0.06571936056838366,0.1430745814307458,1166,563,657,0.5634648370497427
Elbasan,Gramsh,Skenderbegas,0.5512048192771084,0.32981927710843373,1.6712328767123288,0.11897590361445783,0.05007153075822604,1349,664,699,0.5181616011860638
Elbasan,Gramsh,Sult,0.611353711790393,0.314410480349345,1.9444444444444444,0.07423580786026202,0.04384133611691023,931,458,479,0.514500537056928
Elbasan,Gramsh,Tunje,0.6093959731543624,0.27114093959731544,2.2475247524752477,0.11946308724832215,0.056962025316455694,1562,745,790,0.5057618437900128
Elbasan,Librazhd,Hotolisht,0.6119011976047904,0.28555389221556887,2.142857142857143,0.10254491017964072,0.0864957264957265,5230,2672,2925,0.5592734225621415
Elbasan,Librazhd,Librazhd,0.5587379727008279,0.3589169836652495,1.5567331670822944,0.08234504363392257,0.04610458911419424,8602,4469,4685,0.5446407812136712
Elbasan,Librazhd,Lunik,0.6551111111111111,0.30044444444444446,2.1804733727810652,0.044444444444444446,0.08088235294117647,2568,1125,1224,0.4766355140186916
Elbasan,Librazhd,Orenje,0.6755196304849884,0.279445727482679,2.4173553719008263,0.04503464203233257,0.08553326293558607,3493,1732,1894,0.5422273117663899
Elbasan,Librazhd,Polis,0.6849547511312217,0.2686651583710407,2.5494736842105263,0.04638009049773756,0.057569296375266525,3936,1768,1876,0.4766260162601626
Elbasan,Librazhd,Qender-Librazhd,0.5968125594671742,0.3149381541389153,1.8950151057401812,0.08824928639391057,0.08269692341261183,8411,4204,4583,0.5448817025323981
Elbasan,Librazhd,Stebleve,0.4923469387755102,0.4923469387755102,1,0.015306122448979591,0.06220095693779904,828,392,418,0.5048309178743962
Elbasan,Peqin,Gjocaj,0.4758590691605046,0.49064810787298824,0.9698581560283688,0.03349282296650718,0.07707747892412686,5745,2299,2491,0.4335944299390775
Elbasan,Peqin,Karine,0.6260387811634349,0.3601108033240997,1.7384615384615385,0.013850415512465374,0.042440318302387266,1492,722,754,0.5053619302949062
Elbasan,Peqin,Pajove,0.5537942664418213,0.4219224283305228,1.3125499600319743,0.024283305227655986,0.057233704292527825,7042,2965,3145,0.44660607781880146
Elbasan,Peqin,Peqin,0.526006464883926,0.4152218630620041,1.2668082094833688,0.05877167205406994,0.04570947840717891,7212,3403,3566,0.4944536882972823
Elbasan,Peqin,Perparim,0.4973882762623331,0.4300638421358096,1.156545209176788,0.07254788160185723,0.037430167597765365,4305,1723,1790,0.41579558652729387
Elbasan,Peqin,Sheze,0.5775116433799069,0.4018629407850965,1.4370860927152318,0.020625415834996674,0.04267515923566879,4386,1503,1570,0.35795713634290927
Elbasan,Prrenjas,Prrenjas,0.5141748731721874,0.29334527006863625,1.7527975584944049,0.19247985675917637,0.05764904386951631,6912,3351,3556,0.5144675925925926
Elbasan,Prrenjas,Qukes,0.5550012471938139,0.3414816662509354,1.6252739225712198,0.10351708655525069,0.054926921263554924,7963,4009,4242,0.5327138013311566
Elbasan,Prrenjas,Rajce,0.5220156555772995,0.26247553816046965,1.988816402609506,0.21550880626223093,0.06687970782926272,8219,4088,4381,0.5330332157196739
Elbasan,Prrenjas,Stravaj,0.5832599118942732,0.373568281938326,1.5613207547169812,0.04317180616740088,0.06967213114754098,2075,1135,1220,0.5879518072289157
Fier,Divjake,Divjake,0.45407378939277476,0.44158339738662566,1.0282854656222802,0.10434281322059955,0.06604450825556353,11531,5204,5572,0.48321914838262076
Fier,Divjake,Grabian,0.5081804660386713,0.42786316311353495,1.1877172653534183,0.06395637084779375,0.07007837713231904,4922,2017,2169,0.4406745225518082
Fier,Divjake,Gradisht,0.5830413454800281,0.3209530483531885,1.8165938864628821,0.09600560616678346,0.051827242524916946,8691,4281,4515,0.5195029340697273
Fier,Divjake,Remas,0.4907369287772746,0.4223960477562783,1.161793372319688,0.08686702346644709,0.05559875583203733,5203,2429,2572,0.49433019411877765
Fier,Divjake,Terbuf,0.5318548387096774,0.3782258064516129,1.4061833688699361,0.08991935483870968,0.07011623547056618,12607,4960,5334,0.42309827873403666
Fier,Fier,Cakran,0.5293220338983051,0.38813559322033897,1.3637554585152838,0.08254237288135594,0.05159942131490114,12759,5900,6221,0.48757739634767616
Fier,Fier,Frakull,0.5658174097664543,0.3447452229299363,1.6412625096227869,0.08943736730360934,0.055639097744360905,8331,3768,3990,0.4789341015484336
Fier,Fier,Levan,0.51796341194622,0.37579898611417234,1.3782991202346042,0.10623760193960767,0.06492168178070899,14046,4537,4852,0.3454364231809768
Fier,Fier,Portez,0.5504910601863511,0.3344245781918912,1.6460843373493976,0.11508436162175774,0.05136168179646441,9129,3971,4186,0.4585387227516705
Fier,Fier,Dermenas,0.4586305278174037,0.4194008559201141,1.0935374149659864,0.12196861626248216,0.051206857658470564,10216,4206,4433,0.43392717306186374
Fier,Fier,Libofshe,0.599874174268638,0.29411764705882354,2.039572192513369,0.10600817867253853,0.054994054696789536,8317,3179,3364,0.40447276662258025
Fier,Fier,Mbrostar,0.4526582278481013,0.3341772151898734,1.3545454545454545,0.21316455696202533,0.06883545497406883,8429,3950,4242,0.5032625459722387
Fier,Fier,Qender-Fier,0.4918156635608159,0.390078065978343,1.2608134280180763,0.1181062704608411,0.06233766233766234,9954,3971,4235,0.42545710267229253
Fier,Fier,Topoje,0.7222449815649324,0.1929537074969275,3.743099787685775,0.08480131093814011,0.05019455252918288,6132,2441,2570,0.41911285061969994
Fier,Fier,Fier,0.5311428658111101,0.3620339188738206,1.4671080197770887,0.10682321531506933,0.03107178552531013,77732,32961,34018,0.43763186332527143
Fier,Lushnje,Allkaj,0.5501014198782962,0.2997971602434077,1.8349120433017592,0.15010141987829614,0.06059451219512195,5039,2465,2624,0.5207382417146259
Fier,Lushnje,Ballagat,0.5197255574614065,0.44168096054888506,1.1766990291262136,0.038593481989708404,0.09401709401709402,2970,1166,1287,0.43333333333333335
Fier,Lushnje,Bubullime,0.6123143564356436,0.28867574257425743,2.1211146838156485,0.09900990099009901,0.06291678747463032,5845,3232,3449,0.5900769888793841
Fier,Lushnje,Dushk,0.4984493938539611,0.3989286721172822,1.249469964664311,0.10262193402875669,0.05865180467091295,9413,3547,3768,0.40029746095824925
Fier,Lushnje,Fier Shegan,0.48846153846153845,0.33653846153846156,1.4514285714285715,0.175,0.07048008171603677,7656,3640,3916,0.5114942528735632
Fier,Lushnje,Golem (FR),0.5266918873476251,0.36065573770491804,1.4603729603729603,0.11265237494745692,0.07359813084112149,6084,2379,2568,0.42209072978303747
Fier,Lushnje,Hysgjokaj,0.45852534562211983,0.4685099846390169,0.978688524590164,0.07296466973886329,0.06465517241379311,2771,1302,1392,0.5023457235654998
Fier,Lushnje,Karbunare,0.5866121614716403,0.33418497700562083,1.7553516819571866,0.07920286152273888,0.08035714285714286,4406,1957,2128,0.4829777576032683
Fier,Lushnje,Kolonje,0.569882777276826,0.3450556056507364,1.651567944250871,0.08506161707243763,0.05132591958939264,6697,3327,3507,0.5236673137225624
Fier,Lushnje,Krutje,0.6120293847566575,0.2908631772268136,2.1041831097079715,0.09710743801652892,0.05345501955671447,8292,4356,4602,0.5549927641099855
Fier,Lushnje,Lushnje,0.5187333688131985,0.41005854177754125,1.265022712524335,0.07120808940926024,0.04609605036044268,45076,18790,19698,0.43699529683201704
Fier,Mallakaster,Aranitas,0.4886018237082067,0.418693009118541,1.1669691470054446,0.09270516717325228,0.0679886685552408,3059,1316,1412,0.461588754494933
Fier,Mallakaster,Ballsh,0.44337160751565763,0.4164926931106472,1.0645363408521302,0.1401356993736952,0.04510341390480937,8722,3832,4013,0.4601008942903004
Fier,Mallakaster,Fratar,0.5603603603603604,0.3333333333333333,1.681081081081081,0.1063063063063063,0.06722689075630252,3819,1665,1785,0.4673998428908091
Fier,Mallakaster,Greshice,0.5241502683363148,0.25760286225402507,2.0347222222222223,0.2182468694096601,0.06833333333333333,1465,559,600,0.40955631399317405
Fier,Mallakaster,Hekal,0.54072553045859,0.3839835728952772,1.4081996434937611,0.07529089664613278,0.05436893203883495,3584,1461,1545,0.4310825892857143
Fier,Mallakaster,Kute,0.6061538461538462,0.3117948717948718,1.944078947368421,0.08205128205128205,0.06429942418426103,2401,975,1042,0.43398583923365264
Fier,Mallakaster,Ngracan,0.40148698884758366,0.49070631970260226,0.8181818181818182,0.10780669144981413,0.05944055944055944,627,269,286,0.45614035087719296
Fier,Mallakaster,Qender-Mallakaster,0.388870376541153,0.49883372209263577,0.779559118236473,0.11229590136621126,0.0723338485316847,6523,3001,3235,0.49593745209259543
Fier,Mallakaster,Selite Mallakaster,0.48131868131868133,0.4065934065934066,1.1837837837837837,0.11208791208791209,0.05010438413361169,1056,455,479,0.45359848484848486
Fier,Patos,Patos,0.5468192315767374,0.349674574847785,1.5637946562593816,0.10350619357547763,0.0430939226519337,25246,9526,9955,0.39431989226016
Fier,Patos,Ruzhdie,0.5438448566610455,0.3971332209106239,1.3694267515923566,0.05902192242833052,0.07126076742364917,2435,1186,1277,0.524435318275154
Fier,Patos,Zharres,0.5407061569886198,0.3819667347534286,1.4155844155844155,0.07732710825795155,0.05383765875207068,6827,3427,3622,0.5305405009521019
Fier,Roskovec,Kuman,0.5113950276243094,0.42265193370165743,1.2099673202614378,0.06595303867403315,0.05575480925986306,6607,2896,3067,0.4642046314514908
Fier,Roskovec,Kurjan,0.5908396946564886,0.3267175572519084,1.808411214953271,0.08244274809160305,0.039589442815249266,4052,1965,2046,0.5049358341559723
Fier,Roskovec,Roskovec,0.5204996796925048,0.4250480461242793,1.2245666917859834,0.05445227418321589,0.041743400859422956,7251,3122,3258,0.44931733553992553
Fier,Roskovec,Strum,0.5106761565836299,0.4450940518556177,1.1473443746430612,0.044229791560752414,0.03246433841613379,7366,3934,4066,0.5519956557154494
Gjirokaster,Dropull,Dropull Poshte,0.5803183791606368,0.2134587554269175,2.7186440677966104,0.20622286541244572,0.06305084745762712,8229,1382,1475,0.17924413659010816
Gjirokaster,Dropull,Dropull Siper,0.5004508566275925,0.23534715960324618,2.1264367816091956,0.26420198376916143,0.0672834314550042,9046,1109,1189,0.13143931019235022
Gjirokaster,Dropull,Pogon,0.5359712230215827,0.17266187050359713,3.1041666666666665,0.29136690647482016,0.034722222222222224,2685,278,288,0.10726256983240223
Gjirokaster,Gjirokaster,Antigone,0.5703703703703704,0.29333333333333333,1.9444444444444444,0.1362962962962963,0.03017241379310345,1419,675,696,0.4904862579281184
Gjirokaster,Gjirokaster,Cepo,0.4978111319574734,0.36335209505941213,1.370051635111876,0.13883677298311445,0.031496062992125984,3555,1599,1651,0.4644163150492264
Gjirokaster,Gjirokaster,Gjirokaster,0.5796445880452342,0.2747172859450727,2.109967656571597,0.14563812600969306,0.039118286246507296,28130,12380,12884,0.45801635264841806
Gjirokaster,Gjirokaster,Lazarat,0.05136612021857923,0.8737704918032787,0.058786741713570984,0.07486338797814207,0.024520255863539446,2734,1830,1876,0.6861741038771031
Gjirokaster,Gjirokaster,Lunxheri,0.5800446760982875,0.2695457930007446,2.1519337016574585,0.15040953090096798,0.03172314347512617,4439,1343,1387,0.3124577607569272
Gjirokaster,Gjirokaster,Odrie,0.5288753799392097,0.331306990881459,1.5963302752293578,0.1398176291793313,0.0030303030303030303,1398,329,330,0.23605150214592274
