GID_0,NAME_0,GID_1,NAME_1,NL_NAME_1,GID_2,NAME_2,NL_NAME_2,GID_3,NAME_3,VARNAME_3,NL_NAME_3,TYPE_3,ENGTYPE_3,CC_3,HASC_3
ALB,Albania,ALB.11_1,Tiranë,NA,ALB.11.2_1,Tiranës,NA,ALB.11.2.18_1,Zall Bastar,NA,NA,Commune,Commune,NA,AL.TI.TR.ZB
ALB,Albania,ALB.11_1,Tiranë,NA,ALB.11.2_1,Tiranës,NA,ALB.11.2.19_1,Zall Herr,Zall Her,NA,Commune,Commune,NA,AL.TI.TR.ZH
ALB,Albania,ALB.12_1,Vlorë,NA,ALB.12.1_1,Delvinës,NA,ALB.12.1.1_1,Delvinë,NA,NA,Bashkia,Bashkia,NA,AL.VR.DL.DE
ALB,Albania,ALB.12_1,Vlorë,NA,ALB.12.1_1,Delvinës,NA,ALB.12.1.2_1,Finiq,NA,NA,Commune,Commune,NA,AL.VR.DL.FI
ALB,Albania,ALB.12_1,Vlorë,NA,ALB.12.1_1,Delvinës,NA,ALB.12.1.3_1,Mesopotam,Mesapotam,NA,Commune,Commune,NA,AL.VR.DL.ME
ALB,Albania,ALB.12_1,Vlorë,NA,ALB.12.1_1,Delvinës,NA,ALB.12.1.4_1,Vergo,NA,NA,Commune,Commune,NA,AL.VR.DL.VE
ALB,Albania,ALB.12_1,Vlorë,NA,ALB.12.2_1,Sarandës,NA,ALB.12.2.1_1,Aliko,NA,NA,Commune,Commune,NA,AL.VR.SR.AL
ALB,Albania,ALB.12_1,Vlorë,NA,ALB.12.2_1,Sarandës,NA,ALB.12.2.2_1,Dhivër,Vidher,NA,Commune,Commune,NA,AL.VR.SR.DH
ALB,Albania,ALB.12_1,Vlorë,NA,ALB.12.2_1,Sarandës,NA,ALB.12.2.3_1,Inland Water Body,NA,NA,Water body,Water body,NA,NA
ALB,Albania,ALB.12_1,Vlorë,NA,ALB.12.2_1,Sarandës,NA,ALB.12.2.4_1,Konispol,NA,NA,Bashkia,Bashkia,NA,AL.VR.SR.KP
ALB,Albania,ALB.12_1,Vlorë,NA,ALB.12.2_1,Sarandës,NA,ALB.12.2.5_1,Ksamil,NA,NA,Commune,Commune,NA,AL.VR.SR.KS
ALB,Albania,ALB.12_1,Vlorë,NA,ALB.12.2_1,Sarandës,NA,ALB.12.2.6_1,Livadhja,NA,NA,Commune,Commune,NA,AL.VR.SR.LI
ALB,Albania,ALB.12_1,Vlorë,NA,ALB.12.2_1,Sarandës,NA,ALB.12.2.7_1,Lukovë,NA,NA,Commune,Commune,NA,AL.VR.SR.LU
ALB,Albania,ALB.12_1,Vlorë,NA,ALB.12.2_1,Sarandës,NA,ALB.12.2.8_1,Markat,NA,NA,Commune,Commune,NA,AL.VR.SR.MA
ALB,Albania,ALB.12_1,Vlorë,NA,ALB.12.2_1,Sarandës,NA,ALB.12.2.9_1,Sarandë,NA,NA,Bashkia,Bashkia,NA,AL.VR.SR.SA
ALB,Albania,ALB.12_1,Vlorë,NA,ALB.12.2_1,Sarandës,NA,ALB.12.2.10_1,Xarrë,NA,NA,Commune,Commune,NA,AL.VR.SR.XA
ALB,Albania,ALB.12_1,Vlorë,NA,ALB.12.3_1,Vlorës,NA,ALB.12.3.1_1,Armen,NA,NA,Commune,Commune,NA,AL.VR.VL.AR
ALB,Albania,ALB.12_1,Vlorë,NA,ALB.12.3_1,Vlorës,NA,ALB.12.3.2_1,Brataj,NA,NA,Commune,Commune,NA,AL.VR.VL.BR
ALB,Albania,ALB.12_1,Vlorë,NA,ALB.12.3_1,Vlorës,NA,ALB.12.3.3_1,Himarë,NA,NA,Commune,Commune,NA,AL.VR.VL.HI
ALB,Albania,ALB.12_1,Vlorë,NA,ALB.12.3_1,Vlorës,NA,ALB.12.3.4_1,Hore Vranisht,Vranisht,NA,Commune,Commune,NA,AL.VR.VL.HV
ALB,Albania,ALB.12_1,Vlorë,NA,ALB.12.3_1,Vlorës,NA,ALB.12.3.5_1,Kotë,NA,NA,Commune,Commune,NA,AL.VR.VL.KT
ALB,Albania,ALB.12_1,Vlorë,NA,ALB.12.3_1,Vlorës,NA,ALB.12.3.6_1,Novoselë,Piskal Novoselė,NA,Commune,Commune,NA,AL.VR.VL.NO
ALB,Albania,ALB.12_1,Vlorë,NA,ALB.12.3_1,Vlorës,NA,ALB.12.3.7_1,Orikum,NA,NA,Bashkia,Bashkia,NA,AL.VR.VL.OR
ALB,Albania,ALB.12_1,Vlorë,NA,ALB.12.3_1,Vlorës,NA,ALB.12.3.8_1,Qendër,Qendėr Pusi,NA,Commune,Commune,NA,AL.VR.VL.QE
ALB,Albania,ALB.12_1,Vlorë,NA,ALB.12.3_1,Vlorës,NA,ALB.12.3.9_1,Selenicë,NA,NA,Bashkia,Bashkia,NA,AL.VR.VL.SL
ALB,Albania,ALB.12_1,Vlorë,NA,ALB.12.3_1,Vlorës,NA,ALB.12.3.10_1,Sevaster,Sevastar,NA,Commune,Commune,NA,AL.VR.VL.SV
ALB,Albania,ALB.12_1,Vlorë,NA,ALB.12.3_1,Vlorës,NA,ALB.12.3.11_1,Shushicë,NA,NA,Commune,Commune,NA,AL.VR.VL.SH
ALB,Albania,ALB.12_1,Vlorë,NA,ALB.12.3_1,Vlorës,NA,ALB.12.3.12_1,Vllahinë,NA,NA,Commune,Commune,NA,AL.VR.VL.VH
ALB,Albania,ALB.12_1,Vlorë,NA,ALB.12.3_1,Vlorës,NA,ALB.12.3.13_1,Vlorë,NA,NA,Bashkia,Bashkia,NA,AL.VR.VL.VR
