GID_0,NAME_0,GID_1,NAME_1,NL_NAME_1,GID_2,NAME_2,NL_NAME_2,GID_3,NAME_3,VARNAME_3,NL_NAME_3,TYPE_3,ENGTYPE_3,CC_3,HASC_3
ALB,Albania,ALB.1_1,Berat,NA,ALB.1.1_1,Beratit,NA,ALB.1.1.1_1,Berat,NA,NA,Bashkia,Bashkia,NA,AL.BE.BR.BE
ALB,Albania,ALB.1_1,Berat,NA,ALB.1.1_1,Beratit,NA,ALB.1.1.2_1,Cukalat,Cukalt,NA,Commune,Commune,NA,AL.BE.BR.CU
ALB,Albania,ALB.1_1,Berat,NA,ALB.1.1_1,Beratit,NA,ALB.1.1.3_1,Kutalli,Kutali,NA,Commune,Commune,NA,AL.BE.BR.KT
ALB,Albania,ALB.1_1,Berat,NA,ALB.1.1_1,Beratit,NA,ALB.1.1.4_1,Lumas,NA,NA,Commune,Commune,NA,AL.BE.BR.LU
ALB,Albania,ALB.1_1,Berat,NA,ALB.1.1_1,Beratit,NA,ALB.1.1.5_1,Otllak,Otilak,NA,Commune,Commune,NA,AL.BE.BR.OT
ALB,Albania,ALB.1_1,Berat,NA,ALB.1.1_1,Beratit,NA,ALB.1.1.6_1,Poshnjë,NA,NA,Commune,Commune,NA,AL.BE.BR.PS
ALB,Albania,ALB.1_1,Berat,NA,ALB.1.1_1,Beratit,NA,ALB.1.1.7_1,Roshnik,NA,NA,Commune,Commune,NA,AL.BE.BR.RO
ALB,Albania,ALB.1_1,Berat,NA,ALB.1.1_1,Beratit,NA,ALB.1.1.8_1,Sinjë,NA,NA,Commune,Commune,NA,AL.BE.BR.SI
ALB,Albania,ALB.1_1,Berat,NA,ALB.1.1_1,Beratit,NA,ALB.1.1.9_1,Tërpan,NA,NA,Commune,Commune,NA,AL.BE.BR.TE
ALB,Albania,ALB.1_1,Berat,NA,ALB.1.1_1,Beratit,NA,ALB.1.1.10_1,Ura Vajgurorë,NA,NA,Bashkia,Bashkia,NA,AL.BE.BR.UV
ALB,Albania,ALB.1_1,Berat,NA,ALB.1.1_1,Beratit,NA,ALB.1.1.11_1,Velabisht,NA,NA,Commune,Commune,NA,AL.BE.BR.VB
ALB,Albania,ALB.1_1,Berat,NA,ALB.1.1_1,Beratit,NA,ALB.1.1.12_1,Vertop,NA,NA,Commune,Commune,NA,AL.BE.BR.VT
ALB,Albania,ALB.1_1,Berat,NA,ALB.1.2_1,Kuçovës,NA,ALB.1.2.1_1,Kozarë,NA,NA,Commune,Commune,NA,AL.BE.KC.KZ
ALB,Albania,ALB.1_1,Berat,NA,ALB.1.2_1,Kuçovës,NA,ALB.1.2.2_1,Kuçovë,NA,NA,Commune,Commune,NA,AL.BE.KC.KC
ALB,Albania,ALB.1_1,Berat,NA,ALB.1.2_1,Kuçovës,NA,ALB.1.2.3_1,Perondi,NA,NA,Commune,Commune,NA,AL.BE.KC.PE
ALB,Albania,ALB.1_1,Berat,NA,ALB.1.3_1,Skraparit,NA,ALB.1.3.1_1,Bogovë,NA,NA,Commune,Commune,NA,AL.BE.SK.BO
ALB,Albania,ALB.1_1,Berat,NA,ALB.1.3_1,Skraparit,NA,ALB.1.3.2_1,Çepan,NA,NA,Commune,Commune,NA,AL.BE.SK.CE
ALB,Albania,ALB.1_1,Berat,NA,ALB.1.3_1,Skraparit,NA,ALB.1.3.3_1,Çorovodë,NA,NA,Bashkia,Bashkia,NA,AL.BE.SK.CO
ALB,Albania,ALB.1_1,Berat,NA,ALB.1.3_1,Skraparit,NA,ALB.1.3.4_1,Gjerbes,NA,NA,Commune,Commune,NA,AL.BE.SK.GJ
ALB,Albania,ALB.1_1,Berat,NA,ALB.1.3_1,Skraparit,NA,ALB.1.3.5_1,Leshnjë,NA,NA,Commune,Commune,NA,AL.BE.SK.LE
ALB,Albania,ALB.1_1,Berat,NA,ALB.1.3_1,Skraparit,NA,ALB.1.3.6_1,Poliçan,NA,NA,Commune,Commune,NA,AL.BE.SK.PL
ALB,Albania,ALB.1_1,Berat,NA,ALB.1.3_1,Skraparit,NA,ALB.1.3.7_1,Potom,NA,NA,Commune,Commune,NA,AL.BE.SK.PT
ALB,Albania,ALB.1_1,Berat,NA,ALB.1.3_1,Skraparit,NA,ALB.1.3.8_1,Qendër,Qender Polican,NA,Commune,Commune,NA,AL.BE.SK.QE
ALB,Albania,ALB.1_1,Berat,NA,ALB.1.3_1,Skraparit,NA,ALB.1.3.9_1,Vendreshë,NA,NA,Commune,Commune,NA,AL.BE.SK.VN
ALB,Albania,ALB.1_1,Berat,NA,ALB.1.3_1,Skraparit,NA,ALB.1.3.10_1,Zhepë,NA,NA,Commune,Commune,NA,AL.BE.SK.ZH
ALB,Albania,ALB.2_1,Dibër,NA,ALB.2.1_1,Bulqizës,NA,ALB.2.1.1_1,Bulqizë,NA,NA,Bashkia,Bashkia,NA,AL.DB.BU.BQ
ALB,Albania,ALB.2_1,Dibër,NA,ALB.2.1_1,Bulqizës,NA,ALB.2.1.2_1,Fushë Bulqizë,NA,NA,Commune,Commune,NA,AL.DB.BU.FB
ALB,Albania,ALB.2_1,Dibër,NA,ALB.2.1_1,Bulqizës,NA,ALB.2.1.3_1,Gjoricë,NA,NA,Commune,Commune,NA,AL.DB.BU.GJ
ALB,Albania,ALB.2_1,Dibër,NA,ALB.2.1_1,Bulqizës,NA,ALB.2.1.4_1,Ostren,NA,NA,Commune,Commune,NA,AL.DB.BU.OS
ALB,Albania,ALB.2_1,Dibër,NA,ALB.2.1_1,Bulqizës,NA,ALB.2.1.5_1,Shupenzë,NA,NA,Commune,Commune,NA,AL.DB.BU.SH
ALB,Albania,ALB.2_1,Dibër,NA,ALB.2.1_1,Bulqizës,NA,ALB.2.1.6_1,Steblevë,NA,NA,Commune,Commune,NA,NA
ALB,Albania,ALB.2_1,Dibër,NA,ALB.2.1_1,Bulqizës,NA,ALB.2.1.7_1,Trebisht,NA,NA,Commune,Commune,NA,AL.DB.BU.TR
ALB,Albania,ALB.2_1,Dibër,NA,ALB.2.1_1,Bulqizës,NA,ALB.2.1.8_1,Zerqan,NA,NA,Commune,Commune,NA,AL.DB.BU.ZE
ALB,Albania,ALB.2_1,Dibër,NA,ALB.2.2_1,Dibrës,NA,ALB.2.2.1_1,Arras,NA,NA,Commune,Commune,NA,AL.DB.DI.AR
ALB,Albania,ALB.2_1,Dibër,NA,ALB.2.2_1,Dibrës,NA,ALB.2.2.2_1,Fushë Çidhen,NA,NA,Commune,Commune,NA,AL.DB.DI.FC
ALB,Albania,ALB.2_1,Dibër,NA,ALB.2.2_1,Dibrës,NA,ALB.2.2.3_1,Kala e Dodës,NA,NA,Commune,Commune,NA,AL.DB.DI.KD
ALB,Albania,ALB.2_1,Dibër,NA,ALB.2.2_1,Dibrës,NA,ALB.2.2.4_1,Kastriot,NA,NA,Commune,Commune,NA,AL.DB.DI.KA
ALB,Albania,ALB.2_1,Dibër,NA,ALB.2.2_1,Dibrës,NA,ALB.2.2.5_1,Lurë,NA,NA,Commune,Commune,NA,AL.DB.DI.LR
ALB,Albania,ALB.2_1,Dibër,NA,ALB.2.2_1,Dibrës,NA,ALB.2.2.6_1,Luzni,NA,NA,Commune,Commune,NA,AL.DB.DI.LZ
ALB,Albania,ALB.2_1,Dibër,NA,ALB.2.2_1,Dibrës,NA,ALB.2.2.7_1,Maqellarë,NA,NA,Commune,Commune,NA,AL.DB.DI.MQ
ALB,Albania,ALB.2_1,Dibër,NA,ALB.2.2_1,Dibrës,NA,ALB.2.2.8_1,Melan,NA,NA,Commune,Commune,NA,AL.DB.DI.ME
ALB,Albania,ALB.2_1,Dibër,NA,ALB.2.2_1,Dibrës,NA,ALB.2.2.9_1,Muhurr,Muhur| Fushė Muhurr,NA,Commune,Commune,NA,AL.DB.DI.MU
ALB,Albania,ALB.2_1,Dibër,NA,ALB.2.2_1,Dibrës,NA,ALB.2.2.10_1,Peshkopi,NA,NA,Bashkia,Bashkia,NA,AL.DB.DI.PE
ALB,Albania,ALB.2_1,Dibër,NA,ALB.2.2_1,Dibrës,NA,ALB.2.2.11_1,Qendër Tomin,NA,NA,Commune,Commune,NA,AL.DB.DI.TO
ALB,Albania,ALB.2_1,Dibër,NA,ALB.2.2_1,Dibrës,NA,ALB.2.2.12_1,Selishtë,NA,NA,Commune,Commune,NA,AL.DB.DI.SE
ALB,Albania,ALB.2_1,Dibër,NA,ALB.2.2_1,Dibrës,NA,ALB.2.2.13_1,Sllovë,NA,NA,Commune,Commune,NA,AL.DB.DI.SL
ALB,Albania,ALB.2_1,Dibër,NA,ALB.2.2_1,Dibrës,NA,ALB.2.2.14_1,Zall Dardhë,NA,NA,Commune,Commune,NA,AL.DB.DI.ZD
ALB,Albania,ALB.2_1,Dibër,NA,ALB.2.2_1,Dibrës,NA,ALB.2.2.15_1,Zall Reç,NA,NA,Commune,Commune,NA,AL.DB.DI.ZR
ALB,Albania,ALB.2_1,Dibër,NA,ALB.2.3_1,Matit,NA,ALB.2.3.1_1,Baz,NA,NA,Commune,Commune,NA,AL.DB.MT.BA
ALB,Albania,ALB.2_1,Dibër,NA,ALB.2.3_1,Matit,NA,ALB.2.3.2_1,Burrel,NA,NA,Bashkia,Bashkia,NA,AL.DB.MT.BR
ALB,Albania,ALB.2_1,Dibër,NA,ALB.2.3_1,Matit,NA,ALB.2.3.3_1,Derjan,NA,NA,Commune,Commune,NA,AL.DB.MT.DE
ALB,Albania,ALB.2_1,Dibër,NA,ALB.2.3_1,Matit,NA,ALB.2.3.4_1,Gurrë,Gurė| Gurra,NA,Commune,Commune,NA,AL.DB.MT.GU
ALB,Albania,ALB.2_1,Dibër,NA,ALB.2.3_1,Matit,NA,ALB.2.3.5_1,Klos,NA,NA,Bashkia,Bashkia,NA,AL.DB.MT.KL
ALB,Albania,ALB.2_1,Dibër,NA,ALB.2.3_1,Matit,NA,ALB.2.3.6_1,Komsi,NA,NA,Commune,Commune,NA,AL.DB.MT.KO
ALB,Albania,ALB.2_1,Dibër,NA,ALB.2.3_1,Matit,NA,ALB.2.3.7_1,Lis,NA,NA,Commune,Commune,NA,AL.DB.MT.LS
ALB,Albania,ALB.2_1,Dibër,NA,ALB.2.3_1,Matit,NA,ALB.2.3.8_1,Macukull,NA,NA,Commune,Commune,NA,AL.DB.MT.MC
ALB,Albania,ALB.2_1,Dibër,NA,ALB.2.3_1,Matit,NA,ALB.2.3.9_1,Martanesh,NA,NA,Commune,Commune,NA,AL.DB.MT.MT
ALB,Albania,ALB.2_1,Dibër,NA,ALB.2.3_1,Matit,NA,ALB.2.3.10_1,Rukaj,NA,NA,Commune,Commune,NA,AL.DB.MT.RU
ALB,Albania,ALB.2_1,Dibër,NA,ALB.2.3_1,Matit,NA,ALB.2.3.11_1,Suç,NA,NA,Commune,Commune,NA,AL.DB.MT.SU
ALB,Albania,ALB.2_1,Dibër,NA,ALB.2.3_1,Matit,NA,ALB.2.3.12_1,Ulëz,NA,NA,Commune,Commune,NA,AL.DB.MT.UL
ALB,Albania,ALB.2_1,Dibër,NA,ALB.2.3_1,Matit,NA,ALB.2.3.13_1,Xibër,NA,NA,Commune,Commune,NA,AL.DB.MT.XI
ALB,Albania,ALB.3_1,Durrës,NA,ALB.3.1_1,Durrësit,NA,ALB.3.1.1_1,Durrës,NA,NA,Bashkia,Bashkia,NA,AL.DU.DR.DU
ALB,Albania,ALB.3_1,Durrës,NA,ALB.3.1_1,Durrësit,NA,ALB.3.1.2_1,Gjepalaj,Gjepelaj,NA,Commune,Commune,NA,AL.DU.DR.GJ
ALB,Albania,ALB.3_1,Durrës,NA,ALB.3.1_1,Durrësit,NA,ALB.3.1.3_1,Ishëm,NA,NA,Commune,Commune,NA,AL.DU.DR.IS
ALB,Albania,ALB.3_1,Durrës,NA,ALB.3.1_1,Durrësit,NA,ALB.3.1.4_1,Katund i Ri,Katundi I Ri,NA,Commune,Commune,NA,AL.DU.DR.KR
ALB,Albania,ALB.3_1,Durrës,NA,ALB.3.1_1,Durrësit,NA,ALB.3.1.5_1,Maminas,NA,NA,Commune,Commune,NA,AL.DU.DR.MM
ALB,Albania,ALB.3_1,Durrës,NA,ALB.3.1_1,Durrësit,NA,ALB.3.1.6_1,Manëz,NA,NA,Bashkia,Bashkia,NA,AL.DU.DR.MZ
ALB,Albania,ALB.3_1,Durrës,NA,ALB.3.1_1,Durrësit,NA,ALB.3.1.7_1,Rrashbull,Rashbull,NA,Commune,Commune,NA,AL.DU.DR.RR
ALB,Albania,ALB.3_1,Durrës,NA,ALB.3.1_1,Durrësit,NA,ALB.3.1.8_1,Shijak,NA,NA,Bashkia,Bashkia,NA,AL.DU.DR.SH
ALB,Albania,ALB.3_1,Durrës,NA,ALB.3.1_1,Durrësit,NA,ALB.3.1.9_1,Sukth,NA,NA,Bashkia,Bashkia,NA,AL.DU.DR.SU
ALB,Albania,ALB.3_1,Durrës,NA,ALB.3.1_1,Durrësit,NA,ALB.3.1.10_1,Xhafzotaj,Xhafzote,NA,Commune,Commune,NA,AL.DU.DR.XZ
ALB,Albania,ALB.3_1,Durrës,NA,ALB.3.2_1,Krujës,NA,ALB.3.2.1_1,Bubq,Bubuq,NA,Commune,Commune,NA,AL.DU.KR.BU
ALB,Albania,ALB.3_1,Durrës,NA,ALB.3.2_1,Krujës,NA,ALB.3.2.2_1,Cudhi,NA,NA,Commune,Commune,NA,AL.DU.KR.CU
ALB,Albania,ALB.3_1,Durrës,NA,ALB.3.2_1,Krujës,NA,ALB.3.2.3_1,Fushë Krujë,NA,NA,Bashkia,Bashkia,NA,AL.DU.KR.FK
ALB,Albania,ALB.3_1,Durrës,NA,ALB.3.2_1,Krujës,NA,ALB.3.2.4_1,Kodër Thumanë,Thumane,NA,Commune,Commune,NA,AL.DU.KR.TH
ALB,Albania,ALB.3_1,Durrës,NA,ALB.3.2_1,Krujës,NA,ALB.3.2.5_1,Krujë,NA,NA,Bashkia,Bashkia,NA,AL.DU.KR.KJ
ALB,Albania,ALB.3_1,Durrës,NA,ALB.3.2_1,Krujës,NA,ALB.3.2.6_1,Nikël,NA,NA,Commune,Commune,NA,AL.DU.KR.NI
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.1_1,Elbasanit,NA,ALB.4.1.1_1,Belsh,NA,NA,Bashkia,Bashkia,NA,AL.EB.EL.BE
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.1_1,Elbasanit,NA,ALB.4.1.2_1,Bradashesh,Bradasesh,NA,Commune,Commune,NA,AL.EB.EL.BR
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.1_1,Elbasanit,NA,ALB.4.1.3_1,Cërrik,NA,NA,Bashkia,Bashkia,NA,AL.EB.EL.CE
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.1_1,Elbasanit,NA,ALB.4.1.4_1,Elbasan,NA,NA,Bashkia,Bashkia,NA,AL.EB.EL.EL
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.1_1,Elbasanit,NA,ALB.4.1.5_1,Fierz,NA,NA,Commune,Commune,NA,AL.EB.EL.FI
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.1_1,Elbasanit,NA,ALB.4.1.6_1,Funarë,Funar,NA,Commune,Commune,NA,AL.EB.EL.FU
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.1_1,Elbasanit,NA,ALB.4.1.7_1,Gjegjan,NA,NA,Commune,Commune,NA,AL.EB.EL.GJ
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.1_1,Elbasanit,NA,ALB.4.1.8_1,Gjinar,NA,NA,Commune,Commune,NA,AL.EB.EL.GN
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.1_1,Elbasanit,NA,ALB.4.1.9_1,Gostimë,Gostim,NA,Commune,Commune,NA,AL.EB.EL.GS
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.1_1,Elbasanit,NA,ALB.4.1.10_1,Gracen,NA,NA,Commune,Commune,NA,AL.EB.EL.GR
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.1_1,Elbasanit,NA,ALB.4.1.11_1,Grekan,NA,NA,Commune,Commune,NA,AL.EB.EL.GK
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.1_1,Elbasanit,NA,ALB.4.1.12_1,Kajan,NA,NA,Commune,Commune,NA,AL.EB.EL.KJ
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.1_1,Elbasanit,NA,ALB.4.1.13_1,Klos,NA,NA,Commune,Commune,NA,AL.EB.EL.KL
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.1_1,Elbasanit,NA,ALB.4.1.14_1,Labinot Fushë,NA,NA,Commune,Commune,NA,AL.EB.EL.LF
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.1_1,Elbasanit,NA,ALB.4.1.15_1,Labinot Mal,NA,NA,Commune,Commune,NA,AL.EB.EL.LM
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.1_1,Elbasanit,NA,ALB.4.1.16_1,Mollas,NA,NA,Commune,Commune,NA,AL.EB.EL.MO
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.1_1,Elbasanit,NA,ALB.4.1.17_1,Papër,NA,NA,Commune,Commune,NA,AL.EB.EL.PP
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.1_1,Elbasanit,NA,ALB.4.1.18_1,Rrasë,NA,NA,Commune,Commune,NA,AL.EB.EL.RS
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.1_1,Elbasanit,NA,ALB.4.1.19_1,Shalës,NA,NA,Commune,Commune,NA,AL.EB.EL.SL
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.1_1,Elbasanit,NA,ALB.4.1.20_1,Shirgjan,NA,NA,Commune,Commune,NA,AL.EB.EL.SG
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.1_1,Elbasanit,NA,ALB.4.1.21_1,Shushicë,NA,NA,Commune,Commune,NA,AL.EB.EL.SH
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.1_1,Elbasanit,NA,ALB.4.1.22_1,Tregan,NA,NA,Commune,Commune,NA,AL.EB.EL.TR
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.1_1,Elbasanit,NA,ALB.4.1.23_1,Zavalinë,Zavalin,NA,Commune,Commune,NA,AL.EB.EL.ZA
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.2_1,Gramshit,NA,ALB.4.2.1_1,Gramsh,NA,NA,Bashkia,Bashkia,NA,AL.EB.GR.GM
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.2_1,Gramshit,NA,ALB.4.2.2_1,Kodovjat,Kokovjat,NA,Commune,Commune,NA,AL.EB.GR.KD
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.2_1,Gramshit,NA,ALB.4.2.3_1,Kukur,Kukur |Gramsh,NA,Commune,Commune,NA,AL.EB.GR.KK
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.2_1,Gramshit,NA,ALB.4.2.4_1,Kushovë,NA,NA,Commune,Commune,NA,AL.EB.GR.KS
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.2_1,Gramshit,NA,ALB.4.2.5_1,Lënie,Lenjė,NA,Commune,Commune,NA,AL.EB.GR.LE
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.2_1,Gramshit,NA,ALB.4.2.6_1,Pishaj,NA,NA,Commune,Commune,NA,AL.EB.GR.PI
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.2_1,Gramshit,NA,ALB.4.2.7_1,Poroçan,NA,NA,Commune,Commune,NA,AL.EB.GR.PC
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.2_1,Gramshit,NA,ALB.4.2.8_1,Skëndërbegas,Skenderbeg| Skėndėrbej,NA,Commune,Commune,NA,AL.EB.GR.SK
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.2_1,Gramshit,NA,ALB.4.2.9_1,Sult,NA,NA,Commune,Commune,NA,AL.EB.GR.SU
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.2_1,Gramshit,NA,ALB.4.2.10_1,Tunjë,NA,NA,Commune,Commune,NA,AL.EB.GR.TU
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.3_1,Librazhdit,NA,ALB.4.3.1_1,Hotolisht,NA,NA,Commune,Commune,NA,AL.EB.LB.HO
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.3_1,Librazhdit,NA,ALB.4.3.2_1,Librazhd,NA,NA,Bashkia,Bashkia,NA,AL.EB.LB.LI
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.3_1,Librazhdit,NA,ALB.4.3.3_1,Lunik,NA,NA,Commune,Commune,NA,AL.EB.LB.LU
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.3_1,Librazhdit,NA,ALB.4.3.4_1,Orenjë,NA,NA,Commune,Commune,NA,AL.EB.LB.OR
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.3_1,Librazhdit,NA,ALB.4.3.5_1,Perrenjas,Prrenjas,NA,Bashkia,Bashkia,NA,AL.EB.LB.PE
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.3_1,Librazhdit,NA,ALB.4.3.6_1,Polis,NA,NA,Commune,Commune,NA,AL.EB.LB.PL
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.3_1,Librazhdit,NA,ALB.4.3.7_1,Qendër,NA,NA,Bashkia,Bashkia,NA,AL.EB.LB.QE
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.3_1,Librazhdit,NA,ALB.4.3.8_1,Qukës,NA,NA,Commune,Commune,NA,AL.EB.LB.QU
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.3_1,Librazhdit,NA,ALB.4.3.9_1,Rrajcë,Rajce,NA,Commune,Commune,NA,AL.EB.LB.RJ
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.3_1,Librazhdit,NA,ALB.4.3.10_1,Stravaj,Stavraj,NA,Commune,Commune,NA,AL.EB.LB.SV
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.4_1,Peqinit,NA,ALB.4.4.1_1,Gjocaj,Goēaj,NA,Commune,Commune,NA,AL.EB.PQ.GJ
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.4_1,Peqinit,NA,ALB.4.4.2_1,Karinë,Karinje,NA,Commune,Commune,NA,AL.EB.PQ.KR
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.4_1,Peqinit,NA,ALB.4.4.3_1,Pajovë,NA,NA,Commune,Commune,NA,AL.EB.PQ.PJ
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.4_1,Peqinit,NA,ALB.4.4.4_1,Peqin,NA,NA,Bashkia,Bashkia,NA,AL.EB.PQ.PQ
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.4_1,Peqinit,NA,ALB.4.4.5_1,Përparim,NA,NA,Commune,Commune,NA,AL.EB.PQ.PR
ALB,Albania,ALB.4_1,Elbasan,NA,ALB.4.4_1,Peqinit,NA,ALB.4.4.6_1,Shezë,NA,NA,Commune,Commune,NA,AL.EB.PQ.SZ
ALB,Albania,ALB.5_1,Fier,NA,ALB.5.1_1,Fierit,NA,ALB.5.1.1_1,Cakran,NA,NA,Commune,Commune,NA,AL.FI.FR.CA
ALB,Albania,ALB.5_1,Fier,NA,ALB.5.1_1,Fierit,NA,ALB.5.1.2_1,Dermenas,NA,NA,Commune,Commune,NA,AL.FI.FR.DE
ALB,Albania,ALB.5_1,Fier,NA,ALB.5.1_1,Fierit,NA,ALB.5.1.3_1,Fier,NA,NA,Bashkia,Bashkia,NA,AL.FI.FR.FI
ALB,Albania,ALB.5_1,Fier,NA,ALB.5.1_1,Fierit,NA,ALB.5.1.4_1,Frakull,NA,NA,Commune,Commune,NA,AL.FI.FR.FK
ALB,Albania,ALB.5_1,Fier,NA,ALB.5.1_1,Fierit,NA,ALB.5.1.5_1,Kuman,NA,NA,Commune,Commune,NA,AL.FI.FR.KM
ALB,Albania,ALB.5_1,Fier,NA,ALB.5.1_1,Fierit,NA,ALB.5.1.6_1,Kurjan,NA,NA,Commune,Commune,NA,AL.FI.FR.KJ
ALB,Albania,ALB.5_1,Fier,NA,ALB.5.1_1,Fierit,NA,ALB.5.1.7_1,Levan,NA,NA,Commune,Commune,NA,AL.FI.FR.LE
ALB,Albania,ALB.5_1,Fier,NA,ALB.5.1_1,Fierit,NA,ALB.5.1.8_1,Libofshë,NA,NA,Commune,Commune,NA,AL.FI.FR.LI
ALB,Albania,ALB.5_1,Fier,NA,ALB.5.1_1,Fierit,NA,ALB.5.1.9_1,Mbrostar Ura,Mbrostar| Mbrostar Ure,NA,Commune,Commune,NA,AL.FI.FR.MU
ALB,Albania,ALB.5_1,Fier,NA,ALB.5.1_1,Fierit,NA,ALB.5.1.10_1,Patos,NA,NA,Bashkia,Bashkia,NA,AL.FI.FR.PA
ALB,Albania,ALB.5_1,Fier,NA,ALB.5.1_1,Fierit,NA,ALB.5.1.11_1,Portëz,NA,NA,Commune,Commune,NA,AL.FI.FR.PO
ALB,Albania,ALB.5_1,Fier,NA,ALB.5.1_1,Fierit,NA,ALB.5.1.12_1,Qendër,NA,NA,Commune,Commune,NA,AL.FI.FR.QF
ALB,Albania,ALB.5_1,Fier,NA,ALB.5.1_1,Fierit,NA,ALB.5.1.13_1,Roskovec,NA,NA,Bashkia,Bashkia,NA,AL.FI.FR.RO
ALB,Albania,ALB.5_1,Fier,NA,ALB.5.1_1,Fierit,NA,ALB.5.1.14_1,Ruzhdie,NA,NA,Commune,Commune,NA,AL.FI.FR.RU
ALB,Albania,ALB.5_1,Fier,NA,ALB.5.1_1,Fierit,NA,ALB.5.1.15_1,Strum,Strumė,NA,Commune,Commune,NA,AL.FI.FR.ST
ALB,Albania,ALB.5_1,Fier,NA,ALB.5.1_1,Fierit,NA,ALB.5.1.16_1,Topojë,NA,NA,Commune,Commune,NA,AL.FI.FR.TO
ALB,Albania,ALB.5_1,Fier,NA,ALB.5.1_1,Fierit,NA,ALB.5.1.17_1,Zharrëz,Zharres,NA,Commune,Commune,NA,AL.FI.FR.ZH
ALB,Albania,ALB.5_1,Fier,NA,ALB.5.2_1,Lushnjës,NA,ALB.5.2.1_1,Allkaj,NA,NA,Commune,Commune,NA,AL.FI.LU.AL
ALB,Albania,ALB.5_1,Fier,NA,ALB.5.2_1,Lushnjës,NA,ALB.5.2.2_1,Ballagat,NA,NA,Commune,Commune,NA,AL.FI.LU.BG
ALB,Albania,ALB.5_1,Fier,NA,ALB.5.2_1,Lushnjës,NA,ALB.5.2.3_1,Bubullimë,NA,NA,Bashkia,Bashkia,NA,AL.FI.LU.BU
ALB,Albania,ALB.5_1,Fier,NA,ALB.5.2_1,Lushnjës,NA,ALB.5.2.4_1,Divjakë,NA,NA,Bashkia,Bashkia,NA,AL.FI.LU.DI
ALB,Albania,ALB.5_1,Fier,NA,ALB.5.2_1,Lushnjës,NA,ALB.5.2.5_1,Dushk,NA,NA,Commune,Commune,NA,AL.FI.LU.DU
ALB,Albania,ALB.5_1,Fier,NA,ALB.5.2_1,Lushnjës,NA,ALB.5.2.6_1,Fier Shegan,NA,NA,Commune,Commune,NA,AL.FI.LU.FS
ALB,Albania,ALB.5_1,Fier,NA,ALB.5.2_1,Lushnjës,NA,ALB.5.2.7_1,Golem,NA,NA,Commune,Commune,NA,AL.FI.LU.GO
ALB,Albania,ALB.5_1,Fier,NA,ALB.5.2_1,Lushnjës,NA,ALB.5.2.8_1,Grabian,NA,NA,Commune,Commune,NA,AL.FI.LU.GB
