"PollingStation","No","Party","Votes"
"0086","11","LN","0"
"0086","12","PS","32"
"0086","13","Other","0"
"00861","1","PSD","28"
"00861","2","PBK","0"
"00861","3","PLDSH","0"
"00861","4","BD","0"
"00861","5","ABEOK","0"
"00861","6","LSI","14"
"00861","7","NTH","1"
"00861","8","LRE","3"
"00861","9","PDAN","60"
"00861","10","ADR","0"
"00861","11","LN","2"
"00861","12","PS","19"
"00861","13","Other","0"
"0087","1","PSD","24"
"0087","2","PBK","0"
"0087","3","PLDSH","0"
"0087","4","BD","0"
"0087","5","ABEOK","0"
"0087","6","LSI","25"
"0087","7","NTH","1"
"0087","8","LRE","0"
"0087","9","PDAN","39"
"0087","10","ADR","0"
"0087","11","LN","0"
"0087","12","PS","90"
"0087","13","Other","0"
"0088","1","PSD","37"
"0088","2","PBK","0"
"0088","3","PLDSH","0"
"0088","4","BD","2"
"0088","5","ABEOK","0"
"0088","6","LSI","36"
"0088","7","NTH","0"
"0088","8","LRE","1"
"0088","9","PDAN","105"
"0088","10","ADR","0"
"0088","11","LN","3"
"0088","12","PS","82"
"0088","13","Other","0"
"0089","1","PSD","35"
"0089","2","PBK","0"
"0089","3","PLDSH","0"
"0089","4","BD","0"
"0089","5","ABEOK","0"
"0089","6","LSI","7"
"0089","7","NTH","0"
"0089","8","LRE","0"
"0089","9","PDAN","131"
"0089","10","ADR","0"
"0089","11","LN","0"
"0089","12","PS","97"
"0089","13","Other","0"
"0090","1","PSD","62"
"0090","2","PBK","0"
"0090","3","PLDSH","0"
"0090","4","BD","1"
"0090","5","ABEOK","0"
"0090","6","LSI","24"
"0090","7","NTH","1"
"0090","8","LRE","0"
"0090","9","PDAN","104"
"0090","10","ADR","1"
"0090","11","LN","0"
"0090","12","PS","80"
"0090","13","Other","0"
"0091","1","PSD","82"
"0091","2","PBK","0"
"0091","3","PLDSH","1"
"0091","4","BD","0"
"0091","5","ABEOK","0"
"0091","6","LSI","11"
"0091","7","NTH","0"
"0091","8","LRE","0"
"0091","9","PDAN","77"
"0091","10","ADR","0"
"0091","11","LN","1"
"0091","12","PS","44"
"0091","13","Other","1"
"0092","1","PSD","32"
"0092","2","PBK","0"
"0092","3","PLDSH","0"
"0092","4","BD","1"
"0092","5","ABEOK","1"
"0092","6","LSI","3"
"0092","7","NTH","0"
"0092","8","LRE","0"
"0092","9","PDAN","28"
"0092","10","ADR","0"
"0092","11","LN","0"
"0092","12","PS","16"
"0092","13","Other","1"
"0093","1","PSD","33"
"0093","2","PBK","0"
"0093","3","PLDSH","0"
"0093","4","BD","0"
"0093","5","ABEOK","0"
"0093","6","LSI","9"
"0093","7","NTH","0"
"0093","8","LRE","0"
"0093","9","PDAN","51"
"0093","10","ADR","0"
"0093","11","LN","1"
"0093","12","PS","39"
"0093","13","Other","0"
"0094","1","PSD","78"
"0094","2","PBK","2"
"0094","3","PLDSH","0"
"0094","4","BD","4"
"0094","5","ABEOK","0"
"0094","6","LSI","21"
"0094","7","NTH","2"
"0094","8","LRE","0"
"0094","9","PDAN","124"
"0094","10","ADR","0"
"0094","11","LN","1"
"0094","12","PS","41"
"0094","13","Other","0"
"0097","1","PSD","36"
"0097","2","PBK","2"
"0097","3","PLDSH","1"
"0097","4","BD","2"
"0097","5","ABEOK","0"
"0097","6","LSI","14"
"0097","7","NTH","5"
"0097","8","LRE","0"
"0097","9","PDAN","123"
"0097","10","ADR","0"
"0097","11","LN","1"
"0097","12","PS","79"
"0097","13","Other","0"
"00971","1","PSD","27"
"00971","2","PBK","0"
"00971","3","PLDSH","0"
"00971","4","BD","8"
"00971","5","ABEOK","0"
"00971","6","LSI","18"
"00971","7","NTH","5"
"00971","8","LRE","0"
"00971","9","PDAN","144"
"00971","10","ADR","1"
"00971","11","LN","5"
"00971","12","PS","87"
"00971","13","Other","2"
"0098","1","PSD","53"
"0098","2","PBK","0"
"0098","3","PLDSH","0"
"0098","4","BD","3"
"0098","5","ABEOK","0"
"0098","6","LSI","31"
"0098","7","NTH","3"
"0098","8","LRE","0"
"0098","9","PDAN","127"
"0098","10","ADR","1"
"0098","11","LN","2"
"0098","12","PS","99"
"0098","13","Other","0"
"0099","1","PSD","76"
"0099","2","PBK","0"
"0099","3","PLDSH","0"
"0099","4","BD","7"
"0099","5","ABEOK","0"
"0099","6","LSI","7"
"0099","7","NTH","3"
"0099","8","LRE","2"
"0099","9","PDAN","186"
"0099","10","ADR","0"
"0099","11","LN","0"
"0099","12","PS","70"
"0099","13","Other","0"
"0100","1","PSD","42"
"0100","2","PBK","0"
"0100","3","PLDSH","2"
"0100","4","BD","7"
"0100","5","ABEOK","0"
"0100","6","LSI","21"
"0100","7","NTH","1"
"0100","8","LRE","1"
"0100","9","PDAN","119"
"0100","10","ADR","0"
"0100","11","LN","1"
"0100","12","PS","85"
"0100","13","Other","0"
"0101","1","PSD","30"
"0101","2","PBK","0"
"0101","3","PLDSH","3"
"0101","4","BD","0"
"0101","5","ABEOK","0"
"0101","6","LSI","80"
"0101","7","NTH","10"
"0101","8","LRE","0"
"0101","9","PDAN","95"
"0101","10","ADR","2"
"0101","11","LN","1"
"0101","12","PS","50"
"0101","13","Other","0"
"0102","1","PSD","78"
"0102","2","PBK","0"
"0102","3","PLDSH","0"
"0102","4","BD","4"
"0102","5","ABEOK","0"
"0102","6","LSI","24"
"0102","7","NTH","0"
"0102","8","LRE","0"
"0102","9","PDAN","112"
"0102","10","ADR","1"
"0102","11","LN","2"
"0102","12","PS","66"
"0102","13","Other","0"
"01021","1","PSD","80"
"01021","2","PBK","2"
"01021","3","PLDSH","2"
"01021","4","BD","8"
"01021","5","ABEOK","0"
"01021","6","LSI","26"
"01021","7","NTH","2"
"01021","8","LRE","0"
"01021","9","PDAN","106"
"01021","10","ADR","0"
"01021","11","LN","2"
"01021","12","PS","81"
"01021","13","Other","0"
"01022","1","PSD","86"
"01022","2","PBK","0"
"01022","3","PLDSH","0"
"01022","4","BD","4"
"01022","5","ABEOK","0"
"01022","6","LSI","26"
"01022","7","NTH","1"
"01022","8","LRE","0"
"01022","9","PDAN","80"
"01022","10","ADR","0"
"01022","11","LN","5"
"01022","12","PS","75"
"01022","13","Other","0"
"0103","1","PSD","138"
"0103","2","PBK","1"
"0103","3","PLDSH","1"
"0103","4","BD","3"
"0103","5","ABEOK","0"
"0103","6","LSI","23"
"0103","7","NTH","0"
"0103","8","LRE","0"
"0103","9","PDAN","103"
"0103","10","ADR","0"
"0103","11","LN","1"
"0103","12","PS","89"
"0103","13","Other","0"
"01031","1","PSD","99"
"01031","2","PBK","0"
"01031","3","PLDSH","2"
"01031","4","BD","2"
"01031","5","ABEOK","1"
"01031","6","LSI","16"
"01031","7","NTH","1"
"01031","8","LRE","0"
"01031","9","PDAN","151"
"01031","10","ADR","0"
"01031","11","LN","2"
"01031","12","PS","97"
"01031","13","Other","0"
"0104","1","PSD","58"
"0104","2","PBK","0"
"0104","3","PLDSH","2"
"0104","4","BD","5"
"0104","5","ABEOK","1"
"0104","6","LSI","18"
"0104","7","NTH","2"
"0104","8","LRE","0"
"0104","9","PDAN","104"
"0104","10","ADR","0"
"0104","11","LN","2"
"0104","12","PS","84"
"0104","13","Other","0"
"01041","1","PSD","26"
"01041","2","PBK","0"
"01041","3","PLDSH","0"
"01041","4","BD","8"
"01041","5","ABEOK","1"
"01041","6","LSI","18"
"01041","7","NTH","1"
"01041","8","LRE","2"
"01041","9","PDAN","127"
"01041","10","ADR","0"
"01041","11","LN","0"
"01041","12","PS","107"
"01041","13","Other","1"
"0105","1","PSD","52"
"0105","2","PBK","0"
"0105","3","PLDSH","0"
"0105","4","BD","4"
"0105","5","ABEOK","0"
"0105","6","LSI","31"
"0105","7","NTH","5"
"0105","8","LRE","1"
"0105","9","PDAN","151"
"0105","10","ADR","1"
"0105","11","LN","2"
"0105","12","PS","137"
"0105","13","Other","0"
"0106","1","PSD","59"
"0106","2","PBK","0"
"0106","3","PLDSH","0"
"0106","4","BD","3"
"0106","5","ABEOK","0"
"0106","6","LSI","31"
"0106","7","NTH","0"
"0106","8","LRE","1"
"0106","9","PDAN","115"
"0106","10","ADR","0"
"0106","11","LN","4"
"0106","12","PS","32"
"0106","13","Other","0"
"01061","1","PSD","98"
"01061","2","PBK","0"
"01061","3","PLDSH","0"
"01061","4","BD","0"
"01061","5","ABEOK","0"
"01061","6","LSI","39"
"01061","7","NTH","0"
"01061","8","LRE","1"
"01061","9","PDAN","117"
"01061","10","ADR","0"
"01061","11","LN","1"
"01061","12","PS","51"
"01061","13","Other","2"
"0107","1","PSD","84"
"0107","2","PBK","0"
"0107","3","PLDSH","0"
"0107","4","BD","4"
"0107","5","ABEOK","0"
"0107","6","LSI","33"
"0107","7","NTH","0"
"0107","8","LRE","0"
"0107","9","PDAN","128"
"0107","10","ADR","1"
"0107","11","LN","1"
"0107","12","PS","38"
"0107","13","Other","2"
"0108","1","PSD","81"
"0108","2","PBK","1"
"0108","3","PLDSH","2"
"0108","4","BD","1"
"0108","5","ABEOK","0"
"0108","6","LSI","37"
"0108","7","NTH","0"
"0108","8","LRE","0"
"0108","9","PDAN","128"
"0108","10","ADR","0"
"0108","11","LN","7"
"0108","12","PS","44"
"0108","13","Other","2"
"0109","1","PSD","137"
"0109","2","PBK","0"
"0109","3","PLDSH","0"
"0109","4","BD","0"
"0109","5","ABEOK","0"
"0109","6","LSI","7"
"0109","7","NTH","0"
"0109","8","LRE","0"
"0109","9","PDAN","171"
"0109","10","ADR","1"
"0109","11","LN","0"
"0109","12","PS","45"
"0109","13","Other","3"
"0110","1","PSD","118"
"0110","2","PBK","1"
"0110","3","PLDSH","0"
"0110","4","BD","4"
"0110","5","ABEOK","0"
"0110","6","LSI","32"
"0110","7","NTH","1"
"0110","8","LRE","1"
"0110","9","PDAN","139"
"0110","10","ADR","0"
"0110","11","LN","1"
"0110","12","PS","50"
"0110","13","Other","2"
"0111","1","PSD","98"
"0111","2","PBK","1"
"0111","3","PLDSH","1"
"0111","4","BD","18"
"0111","5","ABEOK","0"
"0111","6","LSI","28"
"0111","7","NTH","2"
"0111","8","LRE","0"
"0111","9","PDAN","134"
"0111","10","ADR","3"
"0111","11","LN","3"
"0111","12","PS","35"
"0111","13","Other","0"
"01111","1","PSD","109"
"01111","2","PBK","0"
"01111","3","PLDSH","2"
"01111","4","BD","8"
"01111","5","ABEOK","0"
"01111","6","LSI","41"
"01111","7","NTH","0"
"01111","8","LRE","0"
"01111","9","PDAN","150"
"01111","10","ADR","0"
"01111","11","LN","4"
"01111","12","PS","38"
"01111","13","Other","3"
"0112","1","PSD","74"
"0112","2","PBK","0"
"0112","3","PLDSH","0"
"0112","4","BD","2"
"0112","5","ABEOK","0"
"0112","6","LSI","10"
"0112","7","NTH","1"
"0112","8","LRE","0"
"0112","9","PDAN","122"
"0112","10","ADR","1"
"0112","11","LN","1"
"0112","12","PS","25"
"0112","13","Other","2"
"0113","1","PSD","86"
"0113","2","PBK","0"
"0113","3","PLDSH","0"
"0113","4","BD","0"
"0113","5","ABEOK","0"
"0113","6","LSI","7"
"0113","7","NTH","0"
"0113","8","LRE","0"
"0113","9","PDAN","165"
"0113","10","ADR","0"
"0113","11","LN","0"
"0113","12","PS","11"
"0113","13","Other","4"
"01131","1","PSD","152"
"01131","2","PBK","0"
"01131","3","PLDSH","0"
"01131","4","BD","2"
"01131","5","ABEOK","0"
"01131","6","LSI","11"
"01131","7","NTH","0"
"01131","8","LRE","0"
"01131","9","PDAN","65"
"01131","10","ADR","0"
"01131","11","LN","3"
"01131","12","PS","53"
"01131","13","Other","5"
"0114","1","PSD","56"
"0114","2","PBK","1"
"0114","3","PLDSH","0"
"0114","4","BD","2"
"0114","5","ABEOK","0"
"0114","6","LSI","37"
"0114","7","NTH","1"
"0114","8","LRE","0"
"0114","9","PDAN","130"
"0114","10","ADR","0"
"0114","11","LN","0"
"0114","12","PS","89"
"0114","13","Other","0"
"0115","1","PSD","15"
"0115","2","PBK","0"
"0115","3","PLDSH","0"
"0115","4","BD","5"
"0115","5","ABEOK","0"
"0115","6","LSI","18"
"0115","7","NTH","0"
"0115","8","LRE","0"
"0115","9","PDAN","86"
"0115","10","ADR","0"
"0115","11","LN","2"
"0115","12","PS","42"
"0115","13","Other","0"
"0116","1","PSD","37"
"0116","2","PBK","0"
"0116","3","PLDSH","0"
"0116","4","BD","0"
"0116","5","ABEOK","0"
"0116","6","LSI","7"
"0116","7","NTH","0"
"0116","8","LRE","0"
"0116","9","PDAN","30"
"0116","10","ADR","0"
"0116","11","LN","0"
"0116","12","PS","23"
"0116","13","Other","1"
"0117","1","PSD","13"
"0117","2","PBK","2"
"0117","3","PLDSH","0"
"0117","4","BD","0"
"0117","5","ABEOK","0"
"0117","6","LSI","20"
"0117","7","NTH","0"
"0117","8","LRE","0"
"0117","9","PDAN","19"
"0117","10","ADR","0"
"0117","11","LN","0"
"0117","12","PS","27"
"0117","13","Other","1"
"0118","1","PSD","6"
"0118","2","PBK","0"
"0118","3","PLDSH","0"
"0118","4","BD","3"
"0118","5","ABEOK","0"
"0118","6","LSI","3"
"0118","7","NTH","0"
"0118","8","LRE","0"
"0118","9","PDAN","98"
"0118","10","ADR","0"
"0118","11","LN","0"
"0118","12","PS","40"
"0118","13","Other","0"
"0119","1","PSD","33"
"0119","2","PBK","0"
"0119","3","PLDSH","0"
"0119","4","BD","1"
"0119","5","ABEOK","0"
"0119","6","LSI","34"
"0119","7","NTH","1"
"0119","8","LRE","0"
"0119","9","PDAN","32"
"0119","10","ADR","0"
"0119","11","LN","1"
"0119","12","PS","67"
"0119","13","Other","0"
"01191","1","PSD","12"
"01191","2","PBK","0"
"01191","3","PLDSH","0"
"01191","4","BD","0"
"01191","5","ABEOK","0"
"01191","6","LSI","2"
"01191","7","NTH","0"
"01191","8","LRE","0"
"01191","9","PDAN","14"
"01191","10","ADR","0"
"01191","11","LN","0"
"01191","12","PS","70"
"01191","13","Other","0"
"0126","1","PSD","138"
"0126","2","PBK","1"
"0126","3","PLDSH","0"
"0126","4","BD","3"
"0126","5","ABEOK","0"
"0126","6","LSI","35"
"0126","7","NTH","0"
"0126","8","LRE","0"
"0126","9","PDAN","89"
"0126","10","ADR","0"
"0126","11","LN","1"
"0126","12","PS","7"
"0126","13","Other","4"
"0130","1","PSD","28"
"0130","2","PBK","0"
"0130","3","PLDSH","1"
"0130","4","BD","1"
"0130","5","ABEOK","4"
"0130","6","LSI","28"
"0130","7","NTH","0"
"0130","8","LRE","0"
"0130","9","PDAN","131"
"0130","10","ADR","0"
"0130","11","LN","0"
"0130","12","PS","9"
"0130","13","Other","0"
"0131","1","PSD","42"
"0131","2","PBK","0"
"0131","3","PLDSH","0"
"0131","4","BD","0"
"0131","5","ABEOK","0"
"0131","6","LSI","10"
"0131","7","NTH","0"
"0131","8","LRE","0"
"0131","9","PDAN","64"
"0131","10","ADR","0"
"0131","11","LN","0"
"0131","12","PS","1"
"0131","13","Other","0"
"0132","1","PSD","9"
"0132","2","PBK","0"
"0132","3","PLDSH","0"
"0132","4","BD","0"
"0132","5","ABEOK","0"
"0132","6","LSI","46"
"0132","7","NTH","1"
"0132","8","LRE","0"
"0132","9","PDAN","65"
"0132","10","ADR","0"
"0132","11","LN","1"
"0132","12","PS","31"
"0132","13","Other","0"
"0133","1","PSD","4"
"0133","2","PBK","0"
"0133","3","PLDSH","1"
"0133","4","BD","0"
"0133","5","ABEOK","0"
"0133","6","LSI","30"
"0133","7","NTH","0"
"0133","8","LRE","0"
"0133","9","PDAN","55"
"0133","10","ADR","0"
"0133","11","LN","1"
"0133","12","PS","60"
"0133","13","Other","0"
"0135","1","PSD","163"
"0135","2","PBK","1"
"0135","3","PLDSH","0"
"0135","4","BD","2"
"0135","5","ABEOK","1"
"0135","6","LSI","3"
"0135","7","NTH","0"
"0135","8","LRE","2"
"0135","9","PDAN","130"
"0135","10","ADR","0"
"0135","11","LN","0"
"0135","12","PS","60"
"0135","13","Other","0"
"0142","1","PSD","91"
"0142","2","PBK","1"
"0142","3","PLDSH","1"
"0142","4","BD","1"
"0142","5","ABEOK","0"
"0142","6","LSI","3"
"0142","7","NTH","1"
"0142","8","LRE","1"
"0142","9","PDAN","50"
"0142","10","ADR","0"
"0142","11","LN","1"
"0142","12","PS","50"
"0142","13","Other","3"
"01421","1","PSD","68"
"01421","2","PBK","0"
"01421","3","PLDSH","0"
"01421","4","BD","1"
"01421","5","ABEOK","3"
"01421","6","LSI","6"
"01421","7","NTH","0"
"01421","8","LRE","0"
"01421","9","PDAN","122"
"01421","10","ADR","0"
"01421","11","LN","0"
"01421","12","PS","7"
"01421","13","Other","0"
"0145","1","PSD","91"
"0145","2","PBK","0"
"0145","3","PLDSH","0"
"0145","4","BD","1"
"0145","5","ABEOK","0"
"0145","6","LSI","12"
"0145","7","NTH","2"
"0145","8","LRE","0"
"0145","9","PDAN","103"
"0145","10","ADR","1"
"0145","11","LN","0"
"0145","12","PS","64"
"0145","13","Other","0"
"0146","1","PSD","52"
"0146","2","PBK","0"
"0146","3","PLDSH","0"
"0146","4","BD","0"
"0146","5","ABEOK","1"
"0146","6","LSI","9"
"0146","7","NTH","0"
"0146","8","LRE","3"
"0146","9","PDAN","105"
"0146","10","ADR","0"
"0146","11","LN","1"
"0146","12","PS","49"
"0146","13","Other","0"
"0147","1","PSD","119"
"0147","2","PBK","1"
"0147","3","PLDSH","0"
"0147","4","BD","0"
"0147","5","ABEOK","1"
"0147","6","LSI","125"
"0147","7","NTH","1"
"0147","8","LRE","1"
"0147","9","PDAN","197"
"0147","10","ADR","0"
"0147","11","LN","4"
"0147","12","PS","63"
"0147","13","Other","0"
"0148","1","PSD","54"
"0148","2","PBK","0"
"0148","3","PLDSH","1"
"0148","4","BD","1"
"0148","5","ABEOK","0"
"0148","6","LSI","35"
"0148","7","NTH","0"
"0148","8","LRE","0"
"0148","9","PDAN","71"
"0148","10","ADR","0"
"0148","11","LN","1"
"0148","12","PS","15"
"0148","13","Other","0"
"0149","1","PSD","29"
"0149","2","PBK","1"
"0149","3","PLDSH","0"
"0149","4","BD","0"
"0149","5","ABEOK","1"
"0149","6","LSI","2"
"0149","7","NTH","0"
"0149","8","LRE","0"
"0149","9","PDAN","88"
"0149","10","ADR","3"
"0149","11","LN","5"
"0149","12","PS","14"
"0149","13","Other","0"
"0150","1","PSD","64"
"0150","2","PBK","0"
"0150","3","PLDSH","0"
"0150","4","BD","1"
"0150","5","ABEOK","1"
"0150","6","LSI","5"
"0150","7","NTH","0"
"0150","8","LRE","0"
"0150","9","PDAN","117"
"0150","10","ADR","0"
"0150","11","LN","0"
"0150","12","PS","40"
"0150","13","Other","0"
"0151","1","PSD","34"
"0151","2","PBK","0"
"0151","3","PLDSH","0"
"0151","4","BD","0"
"0151","5","ABEOK","1"
"0151","6","LSI","0"
"0151","7","NTH","0"
"0151","8","LRE","0"
"0151","9","PDAN","77"
"0151","10","ADR","0"
"0151","11","LN","1"
"0151","12","PS","61"
"0151","13","Other","0"
"0152","1","PSD","69"
"0152","2","PBK","0"
"0152","3","PLDSH","0"
"0152","4","BD","0"
"0152","5","ABEOK","0"
"0152","6","LSI","12"
"0152","7","NTH","0"
"0152","8","LRE","0"
"0152","9","PDAN","89"
"0152","10","ADR","0"
"0152","11","LN","5"
"0152","12","PS","58"
"0152","13","Other","0"
"0153","1","PSD","62"
"0153","2","PBK","2"
"0153","3","PLDSH","0"
"0153","4","BD","0"
"0153","5","ABEOK","0"
"0153","6","LSI","6"
"0153","7","NTH","1"
"0153","8","LRE","0"
"0153","9","PDAN","69"
"0153","10","ADR","0"
"0153","11","LN","0"
"0153","12","PS","3"
"0153","13","Other","0"
"0155","1","PSD","137"
"0155","2","PBK","0"
"0155","3","PLDSH","1"
"0155","4","BD","7"
"0155","5","ABEOK","3"
"0155","6","LSI","13"
"0155","7","NTH","0"
"0155","8","LRE","2"
"0155","9","PDAN","75"
"0155","10","ADR","0"
"0155","11","LN","5"
"0155","12","PS","46"
"0155","13","Other","0"
"0156","1","PSD","60"
"0156","2","PBK","1"
"0156","3","PLDSH","0"
"0156","4","BD","0"
"0156","5","ABEOK","1"
"0156","6","LSI","7"
"0156","7","NTH","0"
"0156","8","LRE","0"
"0156","9","PDAN","85"
"0156","10","ADR","0"
"0156","11","LN","0"
"0156","12","PS","112"
"0156","13","Other","0"
"0158","1","PSD","79"
"0158","2","PBK","0"
"0158","3","PLDSH","0"
"0158","4","BD","1"
"0158","5","ABEOK","0"
"0158","6","LSI","5"
"0158","7","NTH","7"
"0158","8","LRE","0"
"0158","9","PDAN","107"
"0158","10","ADR","1"
"0158","11","LN","1"
"0158","12","PS","125"
"0158","13","Other","0"
"0159","1","PSD","122"
"0159","2","PBK","0"
"0159","3","PLDSH","0"
"0159","4","BD","0"
"0159","5","ABEOK","0"
"0159","6","LSI","30"
"0159","7","NTH","0"
"0159","8","LRE","0"
"0159","9","PDAN","136"
"0159","10","ADR","2"
"0159","11","LN","5"
"0159","12","PS","104"
"0159","13","Other","0"
"0160","1","PSD","36"
"0160","2","PBK","0"
"0160","3","PLDSH","0"
"0160","4","BD","0"
"0160","5","ABEOK","0"
"0160","6","LSI","20"
"0160","7","NTH","0"
"0160","8","LRE","0"
"0160","9","PDAN","124"
"0160","10","ADR","1"
"0160","11","LN","8"
"0160","12","PS","53"
"0160","13","Other","0"
"0161","1","PSD","43"
"0161","2","PBK","1"
"0161","3","PLDSH","1"
"0161","4","BD","0"
"0161","5","ABEOK","1"
"0161","6","LSI","35"
"0161","7","NTH","0"
"0161","8","LRE","0"
"0161","9","PDAN","184"
"0161","10","ADR","0"
"0161","11","LN","8"
"0161","12","PS","86"
"0161","13","Other","1"
"0162","1","PSD","33"
"0162","2","PBK","0"
"0162","3","PLDSH","0"
"0162","4","BD","8"
"0162","5","ABEOK","0"
"0162","6","LSI","24"
"0162","7","NTH","0"
"0162","8","LRE","0"
"0162","9","PDAN","201"
"0162","10","ADR","0"
"0162","11","LN","9"
"0162","12","PS","92"
"0162","13","Other","0"
"0163","1","PSD","143"
"0163","2","PBK","1"
"0163","3","PLDSH","0"
"0163","4","BD","5"
"0163","5","ABEOK","3"
"0163","6","LSI","64"
"0163","7","NTH","1"
"0163","8","LRE","0"
"0163","9","PDAN","175"
"0163","10","ADR","2"
"0163","11","LN","1"
"0163","12","PS","126"
"0163","13","Other","0"
"0164","1","PSD","233"
"0164","2","PBK","1"
"0164","3","PLDSH","0"
"0164","4","BD","2"
"0164","5","ABEOK","1"
"0164","6","LSI","68"
"0164","7","NTH","2"
"0164","8","LRE","0"
"0164","9","PDAN","123"
"0164","10","ADR","0"
"0164","11","LN","1"
"0164","12","PS","81"
"0164","13","Other","0"
"0165","1","PSD","27"
"0165","2","PBK","1"
"0165","3","PLDSH","0"
"0165","4","BD","9"
"0165","5","ABEOK","2"
"0165","6","LSI","3"
"0165","7","NTH","1"
"0165","8","LRE","0"
